Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Jake Cronenworth","SDP",144,623,540,127,84,26,2,15,66,65,65,1,124,11,4,2,,5,2,0.235899,0.105,0.198878,0.527961,0.328443,0.375999,0.312418,0.704442,0.1401,3.81006,0.277345,0.110599,-0.758786,73.29,-0.322281,103.34,-0.648187,-2.74004,1.8181138038635254,-1.3150382041931152,2.17214,403.92999267578125,,,,,,,630.9,4.38125,630.9,4.38125,,,,,,,,,,,,,,,,,,,"Jake Cronenworth","18036",630105
"Brayan Rocchio","CLE",125,539,479,116,77,26,2,11,59,54,46,1,99,8,4,2,,14,4,0.242304,0.0847001,0.184541,0.458978,0.315597,0.376535,0.304751,0.692132,0.13423,4.87995,0.281261,-0.170844,0.115879,60.053,-3.63397,95.66,-0.0549652,-0.069516,-2.81206526234746,5.455484092235565,2.16851,433.92999267578125,,,,,,,538.2,4.3056,538.2,4.3056,,,,,,,,,,,,,,,,,,,"Brayan Rocchio","23690",677587
"Hunter Goodman","COL",144,586,541,138,75,29,4,30,74,88,35,0,149,5,4,1,,3,1,0.254572,0.0593999,0.254385,0.233504,0.303756,0.487195,0.336824,0.790951,0.232624,3.98498,0.294225,-0.193862,-0.591999,80.5214,11.3046,102.667,-0.785861,-2.76713,1.06594580411911,0.2578706741333008,2.16226,72.87000274658203,,,,,,,743.6,5.163888888,743.6,5.163888888,,,,,,,,,,,,,,,,,,,"Hunter Goodman","29715",696100
"Matt McLain","CIN",144,623,548,129,83,26,1,19,74,67,60,0,171,7,5,3,,18,5,0.235495,0.0968,0.273692,0.353682,0.317294,0.39175,0.311854,0.709045,0.156255,4.86401,0.303038,0.203306,0.761205,73.0046,-0.607614,94.335,0.964511,0.846679,-3.2184648513793945,3.3716795444488525,2.13634,214.60000610351562,,,,,,,655.3,4.550694444,655.3,4.550694444,,,,,,,,,,,,,,,,,,,"Matt McLain","29695",680574
"Chase DeLauter","CLE",118,511,454,114,74,24,2,14,57,59,48,0,96,4,4,1,,3,1,0.251394,0.0947999,0.187939,0.504418,0.325723,0.406382,0.320348,0.732105,0.154988,3.25424,0.286762,-0.04,-0.679006,63.4044,3.02586,106.404,-0.719006,0,3.138168156147003,0.02499997615814209,2.12308,999,,,,,,,555.9,4.711016949,555.9,4.711016949,,,,,,,,,,,,,,,,,,,"Chase DeLauter","32127",800050
"Brooks Lee","MIN",139,602,550,139,92,26,2,18,66,70,41,1,100,4,5,2,,4,1,0.251849,0.0673001,0.166494,0.40422,0.30573,0.40556,0.30879,0.71129,0.153711,3.62732,0.275935,-0.690811,-0.60762,69.0464,-2.08459,96.4998,-1.29843,-2.65129,-3.7819141149520874,3.748708963394165,2.1165,320.6700134277344,,,,,,,624.2,4.490647482,624.2,4.490647482,,,,,,,,,,,,,,,,,,,"Brooks Lee","31595",686797
"Miguel Vargas","CHW",143,616,536,127,78,29,2,19,70,71,68,0,119,7,4,1,,7,2,0.237985,0.1112,0.193569,0.574472,0.329646,0.405138,0.322962,0.734783,0.167153,3.94975,0.270365,-0.0795799,-0.522923,77.7401,4.95495,106.763,-0.602503,-1.06314,4.3078290820121765,-4.863138198852539,2.11239,287.2699890136719,,,,,,,682,4.769230769,682,4.769230769,,,,,,,,,,,,,,,,,,,"Miguel Vargas","20178",678246
"Jasson Domínguez","NYY",133,574,508,129,85,24,1,18,68,66,57,1,141,4,4,1,,25,7,0.253082,0.0987,0.245988,0.40124,0.330497,0.413402,0.324839,0.743899,0.16032,5.29412,0.312853,0.0273794,1.29157,73.3143,5.49178,109.442,1.31895,-2.17044,7.7064372301101685,-7.120441675186157,2.08126,208.3300018310547,,,,,,,669.8,5.036090225,669.8,5.036090225,,,,,,,,,,,,,,,,,,,"Jasson Dominguez","28080",691176
"Kyle Teel","CHW",117,473,411,102,71,18,1,13,56,47,53,0,118,4,3,2,,6,2,0.248293,0.1112,0.249429,0.445817,0.33722,0.389187,0.321441,0.726407,0.140894,3.80717,0.314636,-0.281593,-0.430878,59.0841,3.21915,105.715,-0.712471,-1.8413,2.472427248954773,1.1587034463882446,2.07038,190.8699951171875,,,,,,,517.1,4.419658119,517.1,4.419658119,,,,,,,,,,,,,,,,,,,"Kyle Teel","33549",691019
"Carlos Narváez","BOS",109,430,379,88,55,19,1,13,46,46,43,0,112,4,3,1,,3,1,0.231688,0.0998001,0.259879,0.384025,0.314676,0.387002,0.308609,0.701678,0.155314,2.97122,0.29136,-0.410346,-0.464086,49.2556,-1.55223,92.9369,-0.874432,0.422259,-4.454053819179535,8.197258651256561,2.06563,295.5299987792969,,,,,,,440.7,4.043119266,440.7,4.043119266,,,,,,,,,,,,,,,,,,,"Carlos Narvaez","19722",665966
"Colton Cowser","BAL",128,553,486,112,67,22,1,21,66,67,54,2,170,7,4,2,,13,4,0.229866,0.0972999,0.308127,0.315779,0.313413,0.411426,0.31558,0.724839,0.181561,4.54995,0.30281,0.300847,0.195516,66.475,1.1338,103.38,0.496363,-3.44544,2.6991568505764008,-1.5704395771026611,2.06283,246.72999572753906,,,,,,,604.6,4.7234375,604.6,4.7234375,,,,,,,,,,,,,,,,,,,"Colton Cowser","29591",681297
"Luis García Jr.","WSN",125,539,501,137,91,28,1,17,61,68,30,1,83,3,4,1,,15,5,0.273242,0.0552001,0.154261,0.357835,0.314981,0.438106,0.324023,0.753087,0.164864,4.4827,0.295398,-0.0421794,-0.0516116,68.487,4.79995,107.572,-0.093791,3.41584,4.74323794990778,-2.65916109085083,2.04796,238.60000610351562,,,,,,,626.4,5.0112,626.4,5.0112,,,,,,,,,,,,,,,,,,,"Luis Garcia Jr.","20391",671277
"Brett Baty","NYM",105,455,408,101,66,16,1,17,53,57,39,0,111,3,3,2,,5,1,0.248142,0.0846999,0.243771,0.347456,0.315461,0.421187,0.319832,0.736648,0.173046,3.86829,0.296753,-0.13655,-0.378701,56.2654,2.50362,107.982,-0.515251,-0.678272,3.7889954447746277,0.9467282891273499,2.03333,253.92999267578125,,,,,,,502.2,4.782857142,502.2,4.782857142,,,,,,,,,,,,,,,,,,,"Brett Baty","26123",683146
"Randy Arozarena","SEA",157,679,585,136,84,28,1,23,88,72,68,1,180,19,4,3,,24,8,0.233137,0.1005,0.264918,0.379363,0.33055,0.403218,0.323029,0.733768,0.170081,5.19345,0.293515,-0.936292,0.526501,85.7275,5.49846,113.598,-0.409791,-6.78021,10.472318917512894,-14.25520944595337,2.00401,95.93000030517578,,,,,,,763.9,4.865605095,763.9,4.865605095,,,,,,,,,,,,,,,,,,,"Randy Arozarena","19290",668227
"Lars Nootbaar","STL",118,511,440,109,71,22,1,16,60,55,63,2,103,4,3,1,,7,2,0.248525,0.1234,0.201359,0.612834,0.345152,0.409886,0.331113,0.755038,0.161361,3.97075,0.288806,0.439708,-0.448056,67.8707,7.49212,114.557,-0.00834817,-1.96688,8.807669935747981,-6.241876602172852,2.00194,385.4700012207031,,,,,,,599,5.076271186,599,5.076271186,,,,,,,,,,,,,,,,,,,"Lars Nootbaar","21454",663457
"Daylen Lile","WSN",134,581,531,144,95,26,9,13,65,68,39,0,101,6,4,1,,15,5,0.270557,0.0670001,0.173929,0.385216,0.325545,0.429135,0.326783,0.75468,0.158578,6.24778,0.30971,0.907741,-0.06706,75.1255,6.47584,109.462,0.840681,-0.434284,7.35649436712265,-7.15928453207016,1.99788,207.3300018310547,,,,,,,673.8,5.028358208,673.8,5.028358208,,,,,,,,,,,,,,,,,,,"Daylen Lile","29995",695734
"Josh Jung","TEX",130,560,519,131,84,25,2,20,61,70,31,0,141,4,4,2,,5,2,0.252049,0.0551,0.252326,0.218368,0.297574,0.422296,0.310787,0.719871,0.170247,3.68875,0.306329,-0.953211,-0.484141,65.137,-1.03134,100.039,-1.43735,-0.421612,-1.4118965584784746,1.5783875584602356,1.98904,327.92999267578125,,,,,,,595.4,4.58,595.4,4.58,,,,,,,,,,,,,,,,,,,"Josh Jung","26299",673962
"Sal Frelick","MIL",125,539,483,131,95,23,3,9,59,54,45,0,78,5,4,1,,16,5,0.270838,0.0834999,0.144331,0.57853,0.337357,0.389421,0.320122,0.726778,0.118583,5.0338,0.303824,0.618879,0.297934,66.7794,3.09243,105.633,0.916813,-0.400253,4.5155540108680725,-3.0752534568309784,1.9821,189.72999572753906,,,,,,,585.4,4.6832,585.4,4.6832,,,,,,,,,,,,,,,,,,,"Sal Frelick","29622",686217
"Luis Robert Jr.","CHW",138,595,541,129,80,25,1,23,68,70,43,4,166,6,4,1,,32,9,0.23777,0.0721001,0.279623,0.257847,0.29887,0.413143,0.306794,0.712012,0.175372,5.20548,0.297168,-0.791259,1.78612,67.2791,-3.02475,95.6253,0.994858,-0.177941,-2.0729898810386658,0.9470594972372055,1.98005,127.52999877929688,,,,,,,658.4,4.771014492,658.4,4.771014492,,,,,,,,,,,,,,,,,,,"Luis Robert Jr.","20043",673357
"Nolan Arenado","STL",125,539,492,124,82,23,1,17,58,66,37,3,79,4,4,1,,3,1,0.251914,0.0692,0.146155,0.473471,0.308027,0.410438,0.310041,0.718465,0.158524,3.03806,0.266478,-0.209873,-0.629982,62.3679,-1.31907,100.121,-0.839856,0.65415,-0.7624935507774353,2.179150104522705,1.97968,427.7300109863281,,,,,,,560.5,4.484,560.5,4.484,,,,,,,,,,,,,,,,,,,"Nolan Arenado","9777",571448
"Kyle Manzardo","CLE",136,588,517,122,68,25,2,27,73,82,60,2,139,6,4,1,,2,1,0.236284,0.1028,0.235604,0.436324,0.321714,0.4511,0.333263,0.772814,0.214816,3.09845,0.266913,-0.0525456,-0.754781,79.124,9.64723,115.301,-0.807327,0.217564,9.796488344669342,-10.782436147332191,1.96973,238.27000427246094,,,,,,,702.9,5.168382352,702.9,5.168382352,,,,,,,,,,,,,,,,,,,"Kyle Manzardo","29794",700932
"Kyle Stowers","MIA",141,609,538,129,75,26,3,25,73,79,58,2,173,7,4,1,,5,2,0.240573,0.0955001,0.284585,0.335576,0.320549,0.441395,0.328644,0.761944,0.200821,4.11047,0.302615,0.299556,-0.636071,79.6661,7.70802,109.376,-0.336515,-0.984435,6.430958867073059,-7.5094353556633,1.96267,128.6699981689453,,,,,,,710.8,5.041134751,710.8,5.041134751,,,,,,,,,,,,,,,,,,,"Kyle Stowers","26151",669065
"Christian Yelich","MIL",146,630,550,142,95,25,1,21,77,80,70,5,151,5,4,1,,17,4,0.25794,0.1106,0.239138,0.462494,0.344273,0.423441,0.33348,0.767714,0.165501,4.45238,0.315293,1.10932,0.44171,84.8865,10.4471,114.784,1.55103,-0.126997,12.589938879013062,-14.376997217535973,1.96166,125.66999816894531,,,,,,,766.9,5.252739726,766.9,5.252739726,,,,,,,,,,,,,,,,,,,"Christian Yelich","11477",592885
"Willson Contreras","STL",138,595,518,126,76,26,1,23,72,78,56,1,152,15,4,1,,5,2,0.243471,0.0947999,0.25505,0.371692,0.333312,0.431154,0.333345,0.764467,0.187683,3.44134,0.296883,-0.829205,-0.748917,80.1057,9.80189,116.085,-1.57812,0.466714,9.76528525352478,-10.408285707235336,1.95957,218.6699981689453,,,,,,,701.8,5.085507246,701.8,5.085507246,,,,,,,,,,,,,,,,,,,"Willson Contreras","11609",575929
"Munetaka Murakami",,122,525,448,102,59,16,1,25,67,68,66,5,152,5,4,2,,9,3,0.226874,0.126,0.290438,0.433828,0.329964,0.437534,0.331245,0.767498,0.210661,3.94341,0.278087,-0.123,-0.423811,69.7863,7.75348,112.256,-0.546811,0,7.058164477348328,-5.724999904632568,1.95432,243.72999572753906,,,,,,,632,5.180327868,632,5.180327868,,,,,,,,,,,,,,,,,,,"Munetaka Murakami","sa3063258",
"Daulton Varsho","TOR",138,595,537,122,68,24,4,26,72,82,47,1,152,5,4,1,,8,3,0.226741,0.0797,0.255851,0.311509,0.293882,0.432158,0.312344,0.72604,0.205417,5.03243,0.263335,0.229717,-0.30236,69.9605,-0.343341,100.31,-0.0726428,-3.68968,0.14462505280971527,-1.5646824836730957,1.94996,208.52999877929688,,,,,,,645.8,4.679710144,645.8,4.679710144,,,,,,,,,,,,,,,,,,,"Daulton Varsho","19918",662139
"Jorge Polanco","NYM",121,525,465,116,72,22,0,22,65,71,51,1,108,4,4,1,,5,2,0.248841,0.0978999,0.205701,0.475934,0.326804,0.438376,0.331695,0.76518,0.189534,3.32487,0.276938,-0.312363,-0.576571,69.9782,7.94541,116.108,-0.888934,2.35888,9.134120106697083,-7.566123962402344,1.94751,255.6699981689453,,,,,,,624.1,5.157851239,624.1,5.157851239,,,,,,,,,,,,,,,,,,,"Jorge Polanco","13152",593871
"Colt Keith","DET",109,469,417,109,71,21,2,15,60,50,44,1,93,3,3,2,,4,1,0.262376,0.0936999,0.199141,0.470521,0.335273,0.430012,0.332242,0.765285,0.167636,4.17995,0.30339,0.82965,-0.434067,62.7219,7.30591,113.162,0.395583,0.334472,7.67107880115509,-4.940528094768524,1.93092,312.3999938964844,,,,,,,552.5,5.068807339,552.5,5.068807339,,,,,,,,,,,,,,,,,,,"Colt Keith","27899",690993
"Matt Wallner","MIN",115,497,428,98,52,21,2,23,63,68,53,0,153,12,3,1,,5,2,0.229977,0.1071,0.307378,0.34843,0.32952,0.449928,0.338114,0.779448,0.219951,4.5168,0.295856,-0.375101,-0.477067,68.8362,10.1118,116.7,-0.852168,-1.36517,8.930312633514404,-7.190174579620361,1.92819,328.6000061035156,,,,,,,608.2,5.288695652,608.2,5.288695652,,,,,,,,,,,,,,,,,,,"Matt Wallner","26466",670242
"Trevor Story","BOS",154,665,613,151,96,32,1,23,76,83,40,1,178,7,5,1,,23,6,0.246852,0.0599001,0.26738,0.224026,0.297759,0.413415,0.307266,0.711174,0.166563,4.84501,0.307872,0.320946,1.27234,75.4493,-3.12556,92.0119,1.59329,-6.50534,-4.667661666870117,0.619661808013916,1.92759,112.80000305175781,,,,,,,715.2,4.644155844,715.2,4.644155844,,,,,,,,,,,,,,,,,,,"Trevor Story","12564",596115
"Mark Vientos","NYM",141,609,552,137,81,26,2,29,75,86,45,0,157,6,5,1,,1,0,0.248826,0.0744999,0.258403,0.28831,0.310518,0.45753,0.330237,0.768048,0.208704,2.93106,0.293211,-0.833859,-0.793772,80.4536,8.49559,115.109,-1.62763,0.719807,9.278022050857544,-10.7551931142807,1.92188,260.6000061035156,,,,,,,729.5,5.173758865,729.5,5.173758865,,,,,,,,,,,,,,,,,,,"Mark Vientos","22184",668901
"Jurickson Profar","ATL",149,644,556,141,93,27,1,19,82,75,73,1,106,10,5,1,,9,3,0.254427,0.1134,0.165017,0.687202,0.348534,0.412455,0.334515,0.76099,0.158028,4.02083,0.280977,-0.411213,-0.483923,87.3145,11.2209,114.268,-0.895136,-1.31622,9.995298206806183,-12.766215205192566,1.90865,181.47000122070312,,,,,,,753.9,5.059731543,753.9,5.059731543,,,,,,,,,,,,,,,,,,,"Jurickson Profar","10815",595777
"Carter Jensen","KCR",94,380,335,82,52,17,2,12,45,43,38,1,94,2,3,1,,4,1,0.246486,0.1013,0.246334,0.411231,0.325853,0.416095,0.323116,0.741948,0.169609,4.41328,0.304516,0.0231228,-0.291462,47.9533,3.10062,104.109,-0.26834,0.441631,1.5701675415039062,3.4916305243968964,1.87822,999,,,,,,,422.5,4.494680851,422.5,4.494680851,,,,,,,,,,,,,,,,,,,"Carter Jensen","29478",695600
"Tommy Edman","LAD",136,588,537,134,89,27,2,17,65,69,39,0,103,6,4,2,,10,2,0.250295,0.0663,0.175916,0.376884,0.306627,0.400999,0.308274,0.707626,0.150704,4.57212,0.279555,0.332201,0.247801,67.1942,-2.28257,97.2718,0.580003,-2.33276,-1.3212822675704956,-0.08276486396789551,1.85788,299,,,,,,,611.3,4.494852941,611.3,4.494852941,,,,,,,,,,,,,,,,,,,"Tommy Edman","19470",669242
"Carson Kelly","CHC",96,379,336,79,53,13,1,13,41,43,35,0,78,4,3,1,,2,1,0.236143,0.0919999,0.205338,0.44804,0.313381,0.395024,0.310487,0.708406,0.158882,3.15082,0.268351,-0.8496,-0.472642,43.9683,-0.789846,100.071,-1.32224,2.06707,-1.2904003895819187,8.842071294784546,1.85208,324.8699951171875,,,,,,,390,4.0625,390,4.0625,,,,,,,,,,,,,,,,,,,"Carson Kelly","13620",608348
"J.T. Realmuto",,125,493,449,111,73,22,2,14,53,56,32,1,119,7,3,1,,6,2,0.246932,0.065,0.240751,0.269989,0.304808,0.397381,0.305458,0.702189,0.150449,4.37896,0.303217,-0.401794,-0.251689,55.1886,-3.03954,94.5421,-0.653483,2.24172,-3.8324132561683655,11.866718530654907,1.84137,221.07000732421875,,,,,,,502.2,4.0176,502.2,4.0176,,,,,,,,,,,,,,,,,,,"J.T. Realmuto","11739",592663
"Marcelo Mayer","BOS",125,539,489,123,76,29,2,16,60,63,39,1,122,4,4,2,,6,2,0.251008,0.0728,0.226296,0.321702,0.309078,0.414602,0.313205,0.72368,0.163594,4.29474,0.301294,0.223701,-0.3992,63.7526,0.0656445,96.103,-0.175499,-0.236721,-2.651173084974289,1.8382792919874191,1.81488,382.7300109863281,,,,,,,580.5,4.644,580.5,4.644,,,,,,,,,,,,,,,,,,,"Marcelo Mayer","29668",691785
"Mike Trout","LAA",134,581,493,114,67,19,2,27,73,76,76,8,178,7,4,1,,4,1,0.232098,0.1315,0.306992,0.428349,0.340718,0.443779,0.337458,0.784497,0.211681,3.61896,0.298899,-0.696238,-0.666893,80.1608,11.5111,115.828,-1.36313,0.0245016,9.47527003288269,-12.000497991219163,1.78759,211.1999969482422,,,,,,,719.5,5.369402985,719.5,5.369402985,,,,,,,,,,,,,,,,,,,"Mike Trout","10155",545361
"Heliot Ramos","SFG",151,651,585,150,98,27,2,23,77,78,51,2,156,9,5,2,,7,2,0.256084,0.0780999,0.23987,0.325593,0.322878,0.428414,0.325467,0.751292,0.17233,3.94788,0.30862,-0.31978,-0.627303,83.4808,6.56011,110.934,-0.947083,-3.38522,7.48895925283432,-11.760224342346191,1.77898,224.72999572753906,,,,,,,748.6,4.957615894,748.6,4.957615894,,,,,,,,,,,,,,,,,,,"Heliot Ramos","22515",671218
"Nick Gonzales","PIT",125,539,492,130,87,28,4,10,56,58,35,1,108,6,4,1,,4,1,0.263293,0.0653,0.200397,0.325853,0.31834,0.400727,0.313189,0.719066,0.137434,4.25268,0.315453,0.242653,-0.708105,63.7457,0.0587347,98.2464,-0.465452,-2.63435,-1.5857106447219849,1.0406453609466553,1.77897,478.3999938964844,,,,,,,561.8,4.4944,561.8,4.4944,,,,,,,,,,,,,,,,,,,"Nick Gonzales","27490",693304
"Salvador Perez","KCR",152,626,579,147,92,27,1,27,74,90,31,6,126,10,4,1,,1,0,0.254312,0.0501,0.201445,0.248704,0.301915,0.445246,0.318317,0.747161,0.190935,2.09304,0.27882,-2.93909,-0.814805,76.5919,2.67248,100.804,-3.7539,1.66189,-3.161441147327423,2.2118895053863525,1.76044,104.06999969482422,,,,,,,706.9,4.650657894,706.9,4.650657894,,,,,,,,,,,,,,,,,,,"Salvador Perez","7304",521692
"Spencer Horwitz","PIT",113,490,422,112,72,26,1,12,57,55,59,1,90,5,3,1,,2,1,0.264234,0.1196,0.183088,0.653238,0.358726,0.415214,0.340055,0.77394,0.15098,2.52012,0.30762,-0.491957,-0.793526,68.6388,10.7415,116.65,-1.28548,1.03277,8.38425350189209,-7.717231750488281,1.73619,355.6000061035156,,,,,,,592.1,5.239823008,592.1,5.239823008,,,,,,,,,,,,,,,,,,,"Spencer Horwitz","26477",687462
"Jordan Lawlar","ARI",109,469,416,101,65,23,3,10,53,50,41,1,119,6,4,2,,15,4,0.24264,0.0877001,0.254594,0.34447,0.316586,0.387113,0.308249,0.703699,0.144473,5.86053,0.312226,0.227465,0.389919,53.5858,-1.83015,95.7613,0.617384,1.49106,-1.7387621998786926,3.0160611867904663,1.72714,338.5299987792969,,,,,,,485.7,4.455963302,485.7,4.455963302,,,,,,,,,,,,,,,,,,,"Jordan Lawlar","29976",691783
"Jared Triolo","PIT",133,574,501,121,85,24,2,10,64,52,62,1,132,5,4,2,,14,4,0.241449,0.1075,0.230495,0.466388,0.328458,0.360424,0.306624,0.688882,0.118975,5.04675,0.304991,-0.213054,0.256602,64.8255,-2.99697,93.7491,0.0435476,-0.324998,-4.208978168666363,1.7750017046928406,1.70485,412.79998779296875,,,,,,,568,4.270676691,568,4.270676691,,,,,,,,,,,,,,,,,,,"Jared Triolo","25807",669707
"Teoscar Hernández","LAD",141,609,558,142,86,27,1,28,75,86,40,1,161,5,4,1,,6,2,0.254929,0.0663,0.264026,0.251112,0.309388,0.459999,0.329786,0.769387,0.20507,3.71533,0.305432,-0.855843,-0.438446,80.2307,8.2727,112.008,-1.29429,-4.58276,7.373319149017334,-11.107763290405273,1.69093,129.6699981689453,,,,,,,725.2,5.143262411,725.2,5.143262411,,,,,,,,,,,,,,,,,,,"Teoscar Hernandez","13066",606192
"Kazuma Okamoto",,102,441,393,99,60,20,1,18,54,56,39,4,75,5,3,2,,2,1,0.251048,0.088,0.169143,0.520268,0.32363,0.441093,0.328587,0.764723,0.190045,3.19395,0.266165,-0.244,-0.502897,57.6687,5.56111,110.43,-0.746897,0,4.689471364021301,-3.2750000953674316,1.67177,317.79998779296875,,,,,,,527.3,5.169607843,527.3,5.169607843,,,,,,,,,,,,,,,,,,,"Kazuma Okamoto","sa3063134",
"Triston Casas","BOS",120,518,443,107,62,21,1,23,63,67,66,5,131,4,4,1,,2,1,0.24202,0.1277,0.252037,0.506671,0.343455,0.449038,0.341307,0.792494,0.207019,3.10619,0.288255,-0.66152,-0.672887,73.0875,11.8818,115.461,-1.33441,-0.307843,8.10506558418274,-9.607842832803726,1.67035,342.20001220703125,,,,,,,650,5.416666666,650,5.416666666,,,,,,,,,,,,,,,,,,,"Triston Casas","22514",671213
"Jeff McNeil","NYM",134,581,518,136,94,26,3,13,64,63,48,3,75,10,4,1,,4,1,0.262326,0.0826,0.128835,0.641129,0.334153,0.400447,0.320879,0.734599,0.13812,3.90461,0.283074,-1.29027,-0.574112,72.3401,3.69044,108.698,-1.86439,-0.833942,4.125315189361572,-7.208941876888275,1.66221,437.3299865722656,,,,,,,637.1,4.754477611,637.1,4.754477611,,,,,,,,,,,,,,,,,,,"Jeff McNeil","15362",643446
"Josh Smith","TEX",110,476,416,102,70,21,1,10,54,46,46,1,90,9,3,2,,8,3,0.244934,0.0960999,0.188396,0.510097,0.330406,0.373486,0.311463,0.703892,0.128552,4.47891,0.287326,-0.0226135,-0.190855,55.6279,-0.61512,100.505,-0.213469,-1.00022,0.06969144940376282,-0.25021934509277344,1.65773,348.3299865722656,,,,,,,487.6,4.432727272,487.6,4.432727272,,,,,,,,,,,,,,,,,,,"Josh Smith","26396",669701
"Jac Caglianone","KCR",121,525,474,121,74,23,2,22,64,71,40,2,110,6,4,1,,3,1,0.255235,0.0762,0.210208,0.362498,0.319066,0.45033,0.330942,0.769396,0.195095,3.46585,0.286384,0.0558286,-0.586062,69.6573,7.62448,109.501,-0.530233,-0.230758,5.348702669143677,-7.355758160352707,1.6434,221.1300048828125,,,,,,,629.4,5.201652892,629.4,5.201652892,,,,,,,,,,,,,,,,,,,"Jac Caglianone","35041",695506
"Cole Young","SEA",94,406,354,86,59,17,2,7,45,39,42,0,70,5,3,2,,6,2,0.242074,0.1025,0.173455,0.590931,0.328187,0.365114,0.307984,0.693301,0.12304,4.58278,0.280267,0.0357131,-0.1592,46.3004,-1.6716,103.234,-0.123487,-0.588412,1.4239966198801994,0.5615881681442261,1.63285,574.9299926757812,,,,,,,400.9,4.264893617,400.9,4.264893617,,,,,,,,,,,,,,,,,,,"Cole Young","31680",702284
"Jake Burger","TEX",133,574,528,130,77,24,1,28,69,82,33,1,142,8,4,1,,2,1,0.246261,0.0571001,0.247507,0.230701,0.298072,0.454621,0.322567,0.752693,0.208359,3.02118,0.282091,-0.168181,-0.654856,72.2553,4.43282,108.153,-0.823037,1.67486,4.692998468875885,-8.775139331817627,1.60365,278.6000061035156,,,,,,,662.5,4.981203007,662.5,4.981203007,,,,,,,,,,,,,,,,,,,"Jake Burger","22275",669394
"Dylan Crews","WSN",138,595,539,131,84,23,4,20,68,72,43,0,128,8,4,1,,25,8,0.243122,0.0719999,0.214489,0.335681,0.306677,0.41093,0.312183,0.717608,0.167808,5.85758,0.28103,0.327559,0.688312,69.8824,-0.421479,99.4604,1.01587,-0.589152,0.6353239119052887,-4.764151453971863,1.60293,161.60000610351562,,,,,,,650.2,4.711594202,650.2,4.711594202,,,,,,,,,,,,,,,,,,,"Dylan Crews","33541",686611
"Nathan Lukes","TOR",107,462,415,113,79,23,2,10,57,48,39,1,72,3,3,2,,4,1,0.273248,0.0837001,0.156004,0.536527,0.337511,0.407287,0.325042,0.744798,0.134039,4.21993,0.308342,-0.00524503,-0.518678,59.085,4.4961,109.056,-0.523923,-0.0118013,4.407469034194946,-4.661801419220865,1.60088,480.8699951171875,,,,,,,520.7,4.86635514,520.7,4.86635514,,,,,,,,,,,,,,,,,,,"Nathan Lukes","18123",664770
"Konnor Griffin","PIT",87,378,343,89,62,16,1,9,42,40,25,0,90,6,3,1,,16,5,0.258663,0.0663001,0.238613,0.277856,0.318009,0.391813,0.3107,0.709822,0.13315,5.3644,0.3236,-0.088249,0.651801,43.9408,-0.722796,96.5411,0.563552,0,-0.986070990562439,4.050000190734863,1.60018,999,,,,,,,401.5,4.614942528,401.5,4.614942528,,,,,,,,,,,,,,,,,,,"Konnor Griffin","sa3065496",804606
"Brandon Marsh","PHI",113,490,434,109,71,23,2,13,56,55,49,1,139,3,4,1,,10,3,0.251717,0.0991,0.28349,0.349571,0.328613,0.404741,0.320528,0.733353,0.153024,4.77444,0.33654,0.38994,0.0440074,60.8704,2.97308,103.547,0.433947,-0.909104,2.493777096271515,-3.159104347229004,1.59987,347.79998779296875,,,,,,,543.3,4.807964601,543.3,4.807964601,,,,,,,,,,,,,,,,,,,"Brandon Marsh","20202",669016
"Ke'Bryan Hayes","CIN",143,616,562,141,101,25,3,12,63,62,42,1,124,5,5,2,,12,4,0.250508,0.0685,0.200956,0.340871,0.306159,0.369732,0.296052,0.675891,0.119225,4.72944,0.298522,0.283289,-0.0319308,64.2816,-8.50359,83.5105,0.251358,4.61551,-11.787422835826874,6.815510034561157,1.58815,474.92999267578125,,,,,,,582.6,4.074125874,582.6,4.074125874,,,,,,,,,,,,,,,,,,,"Ke'Bryan Hayes","18577",663647
"Sean Murphy","ATL",94,380,331,72,42,15,1,15,44,46,38,1,103,7,3,1,,1,0,0.218737,0.0995,0.270458,0.367894,0.309985,0.401028,0.311267,0.711013,0.182291,2.74992,0.266797,-0.145374,-0.502191,44.3015,-0.55121,98.3419,-0.647565,0.0505467,-1.3935701847076416,3.1005466282367706,1.58462,359.79998779296875,,,,,,,399.3,4.24787234,399.3,4.24787234,,,,,,,,,,,,,,,,,,,"Sean Murphy","19352",669221
"Samuel Basallo","BAL",107,445,399,96,57,19,1,19,56,58,37,1,108,4,3,2,,4,1,0.240289,0.0826001,0.242956,0.339979,0.308382,0.436238,0.320907,0.74462,0.195949,3.48012,0.278148,-0.0162208,-0.270287,55.442,2.83821,107.049,-0.286507,0.114566,3.4123111069202423,-2.935433730483055,1.56911,158.72999572753906,,,,,,,505.8,4.727102803,505.8,4.727102803,,,,,,,,,,,,,,,,,,,"Samuel Basallo","28824",694212
