Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Chase Meidroth","CHW",138,595,511,133,99,23,1,10,73,48,69,0,87,8,4,3,,15,4,0.261084,0.1162,0.146882,0.791111,0.356154,0.369811,0.32513,0.725965,0.108728,4.57216,0.295328,-0.42089,0.161702,76.1372,5.83334,108.257,-0.259187,1.96876,5.53105553984642,4.5937583446502686,3.13115,340.92999267578125,,,,,,,648.5,4.699275362,648.5,4.699275362,,,,,,,,,,,,,,,,,,,"Chase Meidroth","31580",805367
"Kyle Schwarber","PHI",159,686,569,131,66,20,1,43,106,98,102,5,191,8,5,3,,7,2,0.230471,0.1492,0.279091,0.534593,0.352655,0.499433,0.36414,0.852088,0.268962,4.0341,0.259041,-1.86236,-0.607149,109.509,28.4524,133.422,-2.46951,-0.00405381,24.704283714294434,-16.95405266294256,3.12806,24.8700008392334,,,,,,,970.2,6.101886792,970.2,6.101886792,,,,,,,,,,,,,,,,,,,"Kyle Schwarber","16478",656941
"Brice Turang","MIL",152,658,586,153,107,28,2,15,83,66,62,1,136,3,4,3,,28,7,0.260801,0.0935999,0.206545,0.45317,0.33219,0.395432,0.319439,0.727622,0.134631,5.56304,0.313003,0.613474,1.75792,81.1584,3.41059,105.166,2.37139,-0.255064,6.400076389312744,2.094935566186905,3.10895,63.33000183105469,,,,,,,733,4.822368421,733,4.822368421,,,,,,,,,,,,,,,,,,,"Brice Turang","22186",668930
"Luke Keaschall","MIN",133,574,502,134,92,28,2,12,75,58,57,1,96,10,4,2,,24,7,0.267196,0.0988999,0.167002,0.592207,0.350554,0.400851,0.331456,0.751405,0.133655,5.48278,0.307128,0.041212,0.743738,76.3978,8.57526,112.113,0.78495,-0.041212,8.979863464832306,1.6087879799306393,3.10465,146.47000122070312,,,,,,,680.8,5.118796992,680.8,5.118796992,,,,,,,,,,,,,,,,,,,"Luke Keaschall","33321",807712
"Rafael Devers","SFG",159,686,589,146,84,30,1,32,90,92,84,10,171,7,5,1,,2,1,0.248661,0.1227,0.248619,0.493526,0.346753,0.464311,0.346314,0.811064,0.21565,2.81043,0.293285,-0.810173,-0.953612,99.58,18.5239,125.214,-1.76379,2.05361,18.73686146736145,-11.29638957977295,3.09637,59.470001220703125,,,,,,,896.1,5.635849056,896.1,5.635849056,,,,,,,,,,,,,,,,,,,"Rafael Devers","17350",646240
"Yandy Díaz","TBR",151,651,575,169,116,29,1,23,92,73,62,3,98,7,4,3,,3,1,0.294108,0.0959,0.150919,0.635439,0.36738,0.467439,0.361246,0.834819,0.173331,3.28048,0.319533,-0.970907,-0.941188,102.392,25.4715,132.511,-1.9121,-0.107579,23.03268253803253,-15.332579553127289,3.08027,140.27000427246094,,,,,,,887.3,5.87615894,887.3,5.87615894,,,,,,,,,,,,,,,,,,,"Yandy Diaz","16578",650490
"Brendan Donovan","STL",136,588,521,146,103,29,1,13,74,57,52,2,78,9,4,3,,7,2,0.28006,0.0889,0.132194,0.672498,0.353395,0.412465,0.335755,0.76586,0.132405,3.84297,0.306799,-0.314799,-0.668994,80.3138,10.837,117.736,-0.983793,-1.80624,11.37661075592041,-1.0062430500984192,3.06255,299.79998779296875,,,,,,,699.3,5.141911764,699.3,5.141911764,,,,,,,,,,,,,,,,,,,"Brendan Donovan","24679",680977
"CJ Abrams","WSN",146,630,571,145,90,30,4,20,83,68,40,2,118,12,4,3,,30,8,0.254549,0.0641,0.187734,0.34144,0.315081,0.429279,0.321595,0.74436,0.17473,6.62405,0.286232,0.917504,2.0175,78.8073,4.36793,105.908,2.935,-4.77582,7.346273899078369,1.474179744720459,3.04694,50.66999816894531,,,,,,,729.4,4.99589041,729.4,4.99589041,,,,,,,,,,,,,,,,,,,"CJ Abrams","25768",682928
"Iván Herrera","STL",139,591,512,140,94,24,1,20,79,69,62,1,115,11,4,2,,9,3,0.273029,0.1056,0.195228,0.540907,0.361278,0.44054,0.350595,0.801818,0.167511,4.11256,0.315316,0.391042,-0.39523,87.7849,18.001,127.902,-0.00418816,-0.284724,19.526922599878162,-9.634723991155624,3.0229,175.92999267578125,,,,,,,763,5.489208633,763,5.489208633,,,,,,,,,,,,,,,,,,,"Ivan Herrera","20599",671056
"Xavier Edwards","MIA",143,616,551,157,123,24,5,5,75,50,54,2,86,4,4,3,,28,7,0.285335,0.0883999,0.13914,0.635331,0.351195,0.37468,0.320634,0.725875,0.0893453,5.98742,0.327603,0.998212,1.4805,76.5758,3.79065,103.889,2.47871,1.49965,5.318002462387085,3.699649691581726,3.01946,175.1300048828125,,,,,,,680.9,4.761538461,680.9,4.761538461,,,,,,,,,,,,,,,,,,,"Xavier Edwards","22266",669364
"Cody Bellinger",,151,651,588,157,101,28,4,24,81,88,53,3,98,5,5,1,,11,3,0.267361,0.082,0.14986,0.547176,0.330748,0.451289,0.336205,0.782037,0.183928,4.871,0.282622,0.263253,-0.155391,89.1568,12.2361,115.664,0.107862,-0.216991,12.159849286079407,-4.691990837454796,3.01827,85.2699966430664,,,,,,,807.3,5.346357615,807.3,5.346357615,,,,,,,,,,,,,,,,,,,"Cody Bellinger","15998",641355
"Pete Alonso","BAL",157,679,597,152,84,29,1,37,93,107,64,5,156,13,5,1,,3,1,0.253948,0.0945,0.230359,0.41023,0.336986,0.493109,0.35413,0.830095,0.239161,3.03893,0.280295,-1.66178,-0.856645,102.873,22.6438,129.935,-2.51843,-2.77434,21.437901258468628,-15.49933671951294,2.99864,27.270000457763672,,,,,,,925.7,5.896178343,925.7,5.896178343,,,,,,,,,,,,,,,,,,,"Pete Alonso","19251",624413
"Marcus Semien","NYM",149,644,574,138,91,24,2,21,81,71,58,1,108,5,4,2,,9,2,0.241092,0.0898,0.16714,0.537273,0.313928,0.399816,0.312032,0.713744,0.158724,4.48508,0.261139,0.368037,-0.183538,75.5584,-0.535177,102.638,0.184498,3.27817,2.1978956758975983,5.178170800209045,2.94682,249.92999267578125,,,,,,,677.7,4.548322147,677.7,4.548322147,,,,,,,,,,,,,,,,,,,"Marcus Semien","12533",543760
"Gleyber Torres","DET",154,665,579,150,103,28,1,18,83,69,74,1,113,5,5,2,,5,2,0.25966,0.1118,0.170393,0.65613,0.346157,0.405871,0.331001,0.752028,0.146211,3.18575,0.292098,-1.02925,-0.904419,88.2642,9.68934,112.307,-1.93367,-4.17767,7.712541580200195,-1.8026723861694336,2.9464,242.72999572753906,,,,,,,758,4.922077922,758,4.922077922,,,,,,,,,,,,,,,,,,,"Gleyber Torres","16997",650402
"Francisco Alvarez","NYM",117,467,412,100,58,17,1,23,58,65,44,0,114,6,3,2,,2,1,0.241325,0.0938999,0.24388,0.385025,0.320186,0.458445,0.335601,0.778632,0.21712,3.07031,0.273713,-0.292409,-0.589219,63.7008,8.54483,118.784,-0.881628,-4.51144,9.510523319244385,1.4885601997375488,2.93315,184.1999969482422,,,,,,,570.2,4.873504273,570.2,4.873504273,,,,,,,,,,,,,,,,,,,"Francisco Alvarez","26121",682626
"Jung Hoo Lee","SFG",141,609,550,150,104,29,8,11,74,57,47,1,69,5,4,3,,11,3,0.273446,0.0770999,0.113088,0.681771,0.334516,0.411059,0.325065,0.745575,0.137614,5.87018,0.294558,1.09844,-0.201341,77.8963,5.93829,110.658,0.897096,-2.48771,8.59028422832489,-0.3127110004425049,2.91991,292.6700134277344,,,,,,,691.6,4.904964539,691.6,4.904964539,,,,,,,,,,,,,,,,,,,"Jung Hoo Lee","33824",808982
"Matt Shaw","CHC",139,602,531,129,82,24,3,20,75,70,58,0,119,6,5,3,,23,6,0.242794,0.0959999,0.196861,0.487653,0.321585,0.412896,0.320803,0.734481,0.170102,5.67643,0.274288,0.237602,1.20958,74.9177,3.7868,107.138,1.44718,-0.201846,6.539835572242737,1.9481539279222488,2.91761,181,,,,,,,685,4.928057553,685,4.928057553,,,,,,,,,,,,,,,,,,,"Matt Shaw","33322",807713
"Andy Pages","LAD",146,630,577,147,90,30,1,27,78,86,37,0,133,8,5,2,,11,4,0.255337,0.0593999,0.211594,0.280726,0.307515,0.449698,0.325823,0.757213,0.194361,4.31022,0.286177,0.444872,-0.329823,80.9701,6.53071,109.293,0.115049,2.40393,7.054280877113342,0.4539334774017334,2.91268,136.60000610351562,,,,,,,737.4,5.050684931,737.4,5.050684931,,,,,,,,,,,,,,,,,,,"Andy Pages","24816",681624
"Ceddanne Rafaela","BOS",151,651,605,156,98,34,4,20,77,78,31,1,135,8,5,3,,24,7,0.257147,0.0469001,0.207232,0.226317,0.299163,0.424189,0.311499,0.723352,0.167042,6.02123,0.298097,0.849734,0.935785,76.0981,-0.82257,94.9276,1.78552,5.83297,-2.106436014175415,8.157974004745483,2.9116,137.8699951171875,,,,,,,721,4.774834437,721,4.774834437,,,,,,,,,,,,,,,,,,,"Ceddanne Rafaela","24262",678882
"Oneil Cruz","PIT",130,560,490,116,67,23,3,23,76,64,60,4,168,4,4,2,,29,7,0.237579,0.1065,0.300717,0.354154,0.323706,0.438386,0.328316,0.762092,0.200807,6.4572,0.30863,0.520346,2.27071,73.1071,6.9388,108.609,2.79105,-0.284168,8.504927158355713,1.1158318519592285,2.89054,99.52999877929688,,,,,,,687.1,5.285384615,687.1,5.285384615,,,,,,,,,,,,,,,,,,,"Oneil Cruz","21711",665833
"Ben Rice","NYY",133,568,497,123,68,23,2,29,77,82,58,0,121,7,4,1,,5,2,0.246624,0.1027,0.212535,0.483215,0.33216,0.475844,0.347857,0.808004,0.229221,4.09932,0.266722,-0.34267,-0.577877,83.163,16.0494,125.298,-0.920547,0.233327,16.015191078186035,-7.716672897338867,2.84668,58,,,,,,,741.4,5.57443609,741.4,5.57443609,,,,,,,,,,,,,,,,,,,"Ben Rice","29576",700250
"Roman Anthony","BOS",146,630,536,141,88,32,3,19,89,63,82,1,158,5,4,3,,10,3,0.26304,0.1307,0.2508,0.521133,0.364134,0.43761,0.350955,0.801743,0.17457,4.76929,0.336591,0.463921,-0.29339,93.8254,19.386,122.108,0.170531,0.0372071,16.58616316318512,-10.51279305294156,2.83988,59.869998931884766,,,,,,,813.7,5.573287671,813.7,5.573287671,,,,,,,,,,,,,,,,,,,"Roman Anthony","31812",701350
"Jose Altuve","HOU",147,637,573,153,102,27,1,22,81,78,53,3,109,6,4,1,,13,4,0.266458,0.0829999,0.17043,0.487002,0.332214,0.43304,0.330993,0.765254,0.166582,4.36629,0.292618,-0.468498,-0.0436243,84.5435,9.27706,113.128,-0.512122,-2.52244,9.343841254711151,-3.647436022758484,2.82596,124.7300033569336,,,,,,,765.1,5.204761904,765.1,5.204761904,,,,,,,,,,,,,,,,,,,"Jose Altuve","5417",514888
"Ezequiel Tovar","COL",151,651,606,159,99,35,4,22,83,71,34,1,153,5,4,3,,11,4,0.262502,0.0515,0.235529,0.218656,0.304159,0.440617,0.319843,0.744776,0.178115,5.27533,0.315916,0.660066,-0.162394,80.5086,3.58795,91.0352,0.497672,5.16611,-6.419272780418396,12.141114711761475,2.8014,194.92999267578125,,,,,,,742.2,4.915231788,742.2,4.915231788,,,,,,,,,,,,,,,,,,,"Ezequiel Tovar","24064",678662
"Dillon Dingler","DET",110,435,395,97,62,20,2,13,47,50,29,1,105,6,3,2,,1,0,0.24508,0.0675001,0.242292,0.27859,0.304978,0.403895,0.307859,0.708873,0.158816,3.31195,0.299012,0.0642753,-0.543395,49.5864,-1.83586,96.3658,-0.47912,1.52555,-2.3432104885578156,10.025554537773132,2.78525,213.8000030517578,,,,,,,446.7,4.06090909,446.7,4.06090909,,,,,,,,,,,,,,,,,,,"Dillon Dingler","27464",693307
"Caleb Durbin","MIL",141,609,541,139,93,31,2,13,67,65,45,0,72,16,4,2,,24,7,0.257615,0.0745001,0.117833,0.632252,0.331358,0.395124,0.319934,0.726483,0.13751,5.325,0.274199,0.431449,0.830649,75.3592,3.40112,105.505,1.2621,-0.844921,5.235280990600586,1.480079174041748,2.76008,237.1300048828125,,,,,,,669.9,4.751063829,669.9,4.751063829,,,,,,,,,,,,,,,,,,,"Caleb Durbin","29646",702332
"Josh Naylor","SEA",144,623,562,149,96,28,1,25,77,87,51,5,98,5,4,1,,16,5,0.265266,0.0825999,0.156649,0.527294,0.330119,0.449403,0.334587,0.779522,0.184137,4.27706,0.28035,-0.774974,0.399231,84.5035,10.8913,121.56,-0.375743,1.38667,15.455160707235336,-10.038333773612976,2.74806,69.4000015258789,,,,,,,778.7,5.407638888,778.7,5.407638888,,,,,,,,,,,,,,,,,,,"Josh Naylor","18839",647304
"Drake Baldwin","ATL",128,522,465,124,82,21,2,19,65,72,49,0,90,4,4,1,,1,0,0.267768,0.0935001,0.172129,0.543197,0.340379,0.44675,0.341765,0.787129,0.178982,2.79236,0.292534,-0.272983,-0.830006,73.8179,12.1632,119.235,-1.10299,-1.99772,10.792444229125977,-0.2227182388305664,2.7446,93.66999816894531,,,,,,,641.2,5.009375,641.2,5.009375,,,,,,,,,,,,,,,,,,,"Drake Baldwin","31539",686948
"Jackson Holliday","BAL",134,581,509,128,85,24,2,16,78,56,61,1,123,5,4,3,,17,5,0.250694,0.1042,0.211326,0.493076,0.33438,0.402667,0.323429,0.737047,0.151973,5.45074,0.298314,-0.0479863,0.311139,73.5433,4.8937,108.787,0.263152,-1.6869,6.279971271753311,0.5380977392196655,2.74352,144.3300018310547,,,,,,,655.5,4.891791044,655.5,4.891791044,,,,,,,,,,,,,,,,,,,"Jackson Holliday","31781",702616
"Tyler Soderstrom","ATH",136,588,526,136,80,27,1,28,76,85,51,2,131,6,4,1,,6,2,0.259048,0.0871999,0.222615,0.391708,0.329253,0.475068,0.344828,0.804322,0.216021,3.67955,0.291651,-0.189231,-0.518884,84.6453,15.1685,119.264,-0.708114,0.598379,12.642139613628387,-6.2016215324401855,2.72955,97.66999816894531,,,,,,,759.6,5.585294117,759.6,5.585294117,,,,,,,,,,,,,,,,,,,"Tyler Soderstrom","27467",691016
"Bryson Stott","PHI",144,623,557,143,99,26,3,15,71,67,56,1,102,4,4,2,,25,6,0.256725,0.0891,0.163298,0.545628,0.32656,0.39413,0.315653,0.72069,0.137405,5.56548,0.288074,0.442493,1.54226,74.9264,1.3142,100.207,1.98476,1.33631,2.1378144174814224,3.6613078117370605,2.71399,192.3300018310547,,,,,,,688,4.777777777,688,4.777777777,,,,,,,,,,,,,,,,,,,"Bryson Stott","26294",681082
"Shea Langeliers","ATH",131,524,475,119,66,24,1,28,72,76,39,1,119,4,4,2,,5,2,0.250364,0.0751,0.226677,0.331308,0.311098,0.483921,0.33911,0.795019,0.233557,3.93438,0.273116,-0.0694784,-0.363209,72.9715,11.0805,115.325,-0.432687,-2.00977,9.02805382013321,5.415229082107544,2.70859,60.79999923706055,,,,,,,662.8,5.059541984,662.8,5.059541984,,,,,,,,,,,,,,,,,,,"Shea Langeliers","25816",669127
"Ryan Jeffers","MIN",134,539,473,116,72,25,1,18,64,65,51,1,113,10,4,1,,3,1,0.245428,0.0938,0.209809,0.447073,0.32886,0.418242,0.326522,0.747102,0.172814,2.86029,0.282685,-0.608535,-0.719078,69.5802,5.89321,108.714,-1.32761,-2.29346,4.208444595336914,4.181539058685303,2.6581,262.3299865722656,,,,,,,609.9,4.551492537,609.9,4.551492537,,,,,,,,,,,,,,,,,,,"Ryan Jeffers","24618",680777
"Jarren Duran","BOS",144,623,559,144,85,35,8,16,84,66,50,1,146,7,4,3,,22,5,0.257603,0.0807999,0.234792,0.344134,0.325082,0.435689,0.329047,0.760771,0.178086,7.2363,0.318976,2.31376,1.26242,81.7012,8.08899,107.016,3.57618,-1.72716,8.727805376052856,-4.302156090736389,2.64665,79.80000305175781,,,,,,,743.7,5.164583333,743.7,5.164583333,,,,,,,,,,,,,,,,,,,"Jarren Duran","24617",680776
"Yainer Diaz","HOU",128,509,478,130,85,24,1,20,60,69,22,1,87,4,4,2,,2,1,0.272917,0.0439999,0.170195,0.258527,0.308066,0.452734,0.325797,0.7608,0.179817,2.89155,0.295018,0.0150274,-0.614398,65.4335,5.26763,109.548,-0.599371,-1.11486,5.131020903587341,6.960144281387329,2.64069,117.5999984741211,,,,,,,592.3,4.62734375,592.3,4.62734375,,,,,,,,,,,,,,,,,,,"Yainer Diaz","23003",673237
"Royce Lewis","MIN",131,567,515,130,79,25,1,25,67,76,43,1,122,3,4,2,,11,3,0.251567,0.0765001,0.214517,0.356615,0.31093,0.447661,0.326551,0.758591,0.196094,3.97689,0.281314,-0.255446,0.0694577,73.2083,6.21286,108.735,-0.185989,-0.811205,5.651171863079071,0.6137946844100952,2.63764,207.72999572753906,,,,,,,676.7,5.165648854,676.7,5.165648854,,,,,,,,,,,,,,,,,,,"Royce Lewis","20437",668904
"Eugenio Suárez",,149,644,573,132,73,24,1,33,78,90,54,1,187,11,5,1,,3,1,0.230061,0.0839999,0.290107,0.289549,0.306324,0.450017,0.325612,0.756341,0.219955,2.86676,0.275429,-1.66326,-0.710799,82.6592,6.56564,108.387,-2.37406,-1.09389,4.009420156478882,-0.19389212131500244,2.62035,117.5999984741211,,,,,,,749.6,5.030872483,749.6,5.030872483,,,,,,,,,,,,,,,,,,,"Eugenio Suarez","12552",553993
"Trent Grisham","NYY",130,560,476,105,61,19,1,24,76,61,72,1,139,6,4,3,,6,2,0.220256,0.1279,0.247596,0.516567,0.32692,0.415072,0.325418,0.741993,0.194817,4.01098,0.255545,-0.180972,-0.350437,71.7893,5.62094,109.84,-0.531409,-1.70958,5.963385283946991,0.2904188632965088,2.61184,260.8699951171875,,,,,,,638.2,4.909230769,638.2,4.909230769,,,,,,,,,,,,,,,,,,,"Trent Grisham","18564",663757
"Otto Lopez","MIA",139,602,548,148,105,29,1,12,63,64,44,1,91,4,4,2,,17,5,0.270204,0.0723999,0.150737,0.480305,0.326366,0.395684,0.31547,0.72205,0.12548,4.42002,0.302064,0.564939,0.198879,72.3111,1.18017,100.351,0.763818,-2.05765,1.0142461359500885,4.3923468589782715,2.60235,218.39999389648438,,,,,,,645.7,4.645323741,645.7,4.645323741,,,,,,,,,,,,,,,,,,,"Otto Lopez","19608",672640
"George Springer","TOR",138,595,522,136,86,24,1,25,85,71,60,2,115,7,4,3,,13,3,0.260815,0.1006,0.192641,0.522215,0.342028,0.455965,0.345166,0.797993,0.19515,4.70676,0.287527,0.356076,0.373196,85.8161,15.5123,122.92,0.729272,-0.328672,16.802194237709045,-11.90367278456688,2.59643,108.33000183105469,,,,,,,767.2,5.559420289,767.2,5.559420289,,,,,,,,,,,,,,,,,,,"George Springer","12856",543807
"Brandon Nimmo","TEX",146,630,554,142,92,26,1,22,83,70,61,1,139,8,4,3,,10,3,0.255585,0.0971,0.220744,0.439877,0.336222,0.427979,0.333431,0.764201,0.172394,4.23093,0.300991,-0.198458,-0.248956,84.8618,10.4225,115.638,-0.447415,0.287028,11.163949817419052,-7.562972813844681,2.58693,150.3300018310547,,,,,,,746.7,5.114383561,746.7,5.114383561,,,,,,,,,,,,,,,,,,,"Brandon Nimmo","12927",607043
"Colson Montgomery","CHW",141,609,542,120,70,20,2,27,69,79,53,1,177,9,4,1,,3,1,0.221103,0.0872001,0.291207,0.299443,0.299153,0.417748,0.310795,0.716901,0.196645,3.60704,0.270703,-0.0375465,-0.665668,70.8406,-1.11746,98.3817,-0.703214,-0.593703,-1.8647844791412354,5.9312968254089355,2.56061,225.47000122070312,,,,,,,642.1,4.553900709,642.1,4.553900709,,,,,,,,,,,,,,,,,,,"Colson Montgomery","29712",695657
"J.P. Crawford","SEA",147,637,549,132,93,26,1,12,69,58,76,1,125,5,4,3,,6,2,0.241172,0.1194,0.195611,0.610396,0.336559,0.359689,0.31118,0.696247,0.118516,3.15109,0.288138,-0.127449,-0.739324,74.2968,-0.969619,105.436,-0.866773,-7.25858,3.214247167110443,-0.4335808753967285,2.52765,382.7300109863281,,,,,,,632.9,4.305442176,632.9,4.305442176,,,,,,,,,,,,,,,,,,,"J.P. Crawford","15491",641487
"Seiya Suzuki","CHC",146,630,555,141,84,28,3,26,80,86,66,2,160,4,4,1,,8,3,0.253636,0.105,0.253832,0.413659,0.334819,0.453695,0.340303,0.788514,0.200059,4.15575,0.307567,-0.503098,-0.74762,88.3767,13.9374,120.496,-1.25072,-2.28766,14.053244709968567,-10.43766188621521,2.51442,97.4000015258789,,,,,,,794.1,5.439041095,794.1,5.439041095,,,,,,,,,,,,,,,,,,,"Seiya Suzuki","30116",673548
"Brent Rooker","ATH",154,665,589,152,86,30,2,33,90,99,64,3,170,7,5,1,,6,2,0.257715,0.0962,0.255093,0.377117,0.334894,0.485584,0.350704,0.820478,0.227869,3.82202,0.303315,-0.456745,-0.641484,98.9021,20.3272,123.311,-1.09823,-0.0245165,17.172574281692505,-15.749516908079386,2.48735,50.66999816894531,,,,,,,889.6,5.776623376,889.6,5.776623376,,,,,,,,,,,,,,,,,,,"Brent Rooker","19627",667670
"Joey Ortiz","MIL",146,630,568,142,95,30,3,13,70,65,49,0,107,6,5,3,,16,4,0.249401,0.0775001,0.169606,0.456941,0.312744,0.382177,0.304878,0.694921,0.132776,5.15506,0.284062,0.535525,0.382885,70.2569,-4.18244,95.1912,0.918411,-0.92352,-2.6722351908683777,5.826479971408844,2.46721,404.4700012207031,,,,,,,637.7,4.367808219,637.7,4.367808219,,,,,,,,,,,,,,,,,,,"Joey Ortiz","25493",687401
"Michael Busch","CHC",138,595,521,129,74,25,3,27,82,73,61,2,147,7,4,3,,4,1,0.247841,0.102,0.246861,0.413188,0.332356,0.463435,0.342654,0.795791,0.215594,4.30654,0.291513,-0.942017,-0.584175,84.6024,14.2986,122.106,-1.52619,0.494305,14.063032746315002,-9.980695635080338,2.44303,108,,,,,,,753.6,5.460869565,753.6,5.460869565,,,,,,,,,,,,,,,,,,,"Michael Busch","26319",683737
"Taylor Ward","BAL",152,658,578,141,85,27,2,27,81,84,68,1,158,7,4,1,,5,2,0.243644,0.1032,0.240633,0.428869,0.327795,0.436504,0.332049,0.7643,0.19286,3.64346,0.286728,-0.847584,-0.758362,87.895,10.1472,114.724,-1.60595,-1.77302,9.813264966011047,-8.823018312454224,2.41842,166.1999969482422,,,,,,,784,5.157894736,784,5.157894736,,,,,,,,,,,,,,,,,,,"Taylor Ward","17548",621493
"Alec Bohm","PHI",141,609,557,153,105,29,3,16,70,77,42,1,95,5,4,1,,3,1,0.274871,0.0690999,0.156011,0.442917,0.329698,0.424931,0.327359,0.754629,0.150059,3.51068,0.304153,-0.307991,-0.848549,79.0308,7.0728,108.226,-1.15654,-3.10482,4.781214118003845,-1.5298242568969727,2.40567,270.1300048828125,,,,,,,695.3,4.931205673,695.3,4.931205673,,,,,,,,,,,,,,,,,,,"Alec Bohm","21618",664761
"Ernie Clement","TOR",149,644,602,166,117,34,3,13,70,72,29,1,64,5,5,3,,9,3,0.275904,0.0458,0.098897,0.463108,0.312927,0.40566,0.311444,0.718588,0.129757,4.24575,0.288894,0.732237,-0.457126,75.2511,-0.842464,99.6895,0.275111,-0.798,0.039424121379852295,1.1520005464553833,2.3897,294.3999938964844,,,,,,,676.2,4.538255033,676.2,4.538255033,,,,,,,,,,,,,,,,,,,"Ernie Clement","20352",676391
"Addison Barger","TOR",121,525,470,117,68,28,1,20,62,67,46,2,124,4,4,2,,4,1,0.249281,0.0867,0.236723,0.366251,0.318801,0.440636,0.327176,0.759437,0.191355,3.43554,0.294715,0,-0.478342,68.052,6.01919,110.527,-0.478342,-0.861347,6.035498738288879,-0.7863466739654541,2.3858,194.1300048828125,,,,,,,614.9,5.081818181,614.9,5.081818181,,,,,,,,,,,,,,,,,,,"Addison Barger","24598",680718
"Ha-Seong Kim","ATL",139,602,524,129,89,24,2,14,72,62,66,2,110,5,4,2,,23,6,0.245116,0.1094,0.182575,0.599206,0.332267,0.376994,0.313365,0.709261,0.131879,5.3001,0.283198,0.0542057,1.14655,71.2826,0.15169,99.7796,1.20076,-4.2303,1.0435282438993454,2.2196950912475586,2.38305,265.79998779296875,,,,,,,650.9,4.682733812,650.9,4.682733812,,,,,,,,,,,,,,,,,,,"Ha-Seong Kim","27506",673490
"Ozzie Albies","ATL",146,630,570,147,96,30,2,19,74,76,48,1,95,6,4,2,,11,3,0.258228,0.0756,0.150209,0.503299,0.319323,0.420157,0.320739,0.739481,0.161929,4.49301,0.277611,0.245872,-0.0608045,78.3695,3.93017,104.831,0.185068,-3.89334,3.7919464707374573,-1.6433417797088623,2.36433,167.60000610351562,,,,,,,704.7,4.826712328,704.7,4.826712328,,,,,,,,,,,,,,,,,,,"Ozzie Albies","16556",645277
"Max Muncy","LAD",109,469,389,87,48,15,1,21,61,62,69,2,117,6,4,1,,3,1,0.222362,0.1475,0.249137,0.592043,0.345693,0.433923,0.340008,0.779616,0.211561,3.40299,0.255693,-1.02757,-0.617802,65.6791,10.2631,119.01,-1.64537,-2.82581,8.921840071678162,-1.4508111476898193,2.36084,262.6000061035156,,,,,,,572.7,5.25412844,572.7,5.25412844,,,,,,,,,,,,,,,,,,,"Max Muncy","13301",571970
"TJ Friedl","CIN",143,616,534,133,92,23,2,17,80,58,63,0,105,12,4,3,,12,3,0.249854,0.1018,0.170807,0.595993,0.340153,0.395832,0.325544,0.735984,0.145978,4.81639,0.280382,0.38693,0.00670093,79.0313,6.24612,103.713,0.393631,-2.77664,3.1045619547367096,-0.5766420364379883,2.35548,263.07000732421875,,,,,,,688.1,4.811888111,688.1,4.811888111,,,,,,,,,,,,,,,,,,,"TJ Friedl","19522",670770
"Freddy Fermin","SDP",122,480,437,109,77,19,1,12,50,51,34,1,94,4,4,2,,3,1,0.24938,0.0700001,0.195687,0.357715,0.306253,0.378057,0.299297,0.684311,0.128677,2.92065,0.290156,0.128629,-0.569541,51.354,-5.36175,94.3518,-0.440912,1.09755,-3.6541558504104614,10.472551226615906,2.34867,425.5299987792969,,,,,,,463.9,3.802459016,463.9,3.802459016,,,,,,,,,,,,,,,,,,,"Freddy Fermin","21840",666023
"Bo Naylor","CLE",117,461,403,89,51,19,1,18,52,54,49,1,112,3,4,2,,5,2,0.220406,0.1068,0.243607,0.43841,0.307009,0.404828,0.310291,0.711837,0.184422,3.87712,0.257298,-0.104233,-0.33584,53.4131,-1.03401,99.4764,-0.440073,-1.99163,-0.7244353890419006,7.008366703987122,2.32493,361.92999267578125,,,,,,,485.3,4.147863247,485.3,4.147863247,,,,,,,,,,,,,,,,,,,"Bo Naylor","21865",666310
"Andrés Giménez","TOR",134,581,528,134,93,26,2,13,67,62,34,1,100,13,4,2,,20,4,0.253308,0.0578,0.171432,0.33716,0.311276,0.384392,0.304436,0.695668,0.131084,5.54439,0.28719,0.00509202,1.31493,64.5838,-4.06584,94.8619,1.32002,-1.31171,-2.1984044313430786,4.913294434547424,2.32372,298.5299987792969,,,,,,,599.2,4.471641791,599.2,4.471641791,,,,,,,,,,,,,,,,,,,"Andres Gimenez","19950",665926
