player_name,mlbid,final_adp,week,x1b,x2b,x3b,hr,bb,hbp,r,rbi,sb,ud_points,week_rank,rank_group
Willi Castro,650489,239.25,2025-03-31,3,0,0,0,1,2,3,0,1,28,98,Unusable
Nolan Schanuel,694384,239.52,2025-04-14,3,1,0,0,3,0,2,0,0,28,98,Unusable
Adam Frazier,624428,239.6,2025-06-23,3,0,0,0,2,1,2,1,1,28,97,Unusable
Jonathan Aranda,666018,239.63,2025-04-21,3,0,0,0,3,2,2,0,0,28,98,Unusable
Bo Naylor,666310,239.8,2025-03-31,1,0,0,1,3,0,2,1,0,28,98,Unusable
Nick Gonzales,693304,239.92,2025-06-02,1,0,2,0,1,0,2,1,0,28,94,Unusable
Jace Jung,690291,239.98,2025-04-21,2,0,0,0,4,0,3,2,0,28,98,Unusable
Patrick Bailey,672275,240,2025-05-12,3,0,0,0,3,0,4,1,0,28,105,Unusable
Patrick Bailey,672275,240,2025-09-22,4,1,0,0,0,0,3,2,0,28,83,Unusable
Nick Yorke,694377,240,2025-09-22,5,0,0,0,1,0,3,2,0,28,83,Unusable
Nick Kurtz,701762,NA,2025-06-09,2,1,0,1,0,0,1,2,0,28,109,Unusable
Gabriel Moreno,672515,NA,2025-04-21,3,1,0,0,1,0,2,3,0,28,98,Unusable
Gabriel Moreno,672515,NA,2025-09-22,4,0,0,0,4,0,0,2,0,28,83,Unusable
Enrique Hernandez,571771,NA,2025-06-23,1,0,0,1,1,0,2,4,0,28,97,Unusable
Enrique Hernandez,571771,NA,2025-09-15,1,0,0,1,1,0,2,4,0,28,92,Unusable
Marcelo Mayer,691785,NA,2025-06-02,1,0,0,1,1,0,4,2,0,28,94,Unusable
Christian Moore,695681,NA,2025-08-11,2,1,0,0,2,0,2,3,0,28,97,Unusable
Otto Lopez,672640,NA,2025-08-18,3,1,0,0,1,0,2,3,0,28,102,Unusable
Amed Rosario,642708,NA,2025-04-07,3,1,0,0,1,0,2,1,1,28,86,Unusable
Javier Baez,595879,NA,2025-07-07,2,0,0,1,0,0,2,2,1,28,97,Unusable
Ernie Clement,676391,NA,2025-04-07,4,1,0,0,0,0,3,0,1,28,86,Unusable
Ezequiel Duran,677649,NA,2025-06-30,1,1,0,0,0,1,0,2,3,28,97,Unusable
Kyle Higashioka,543309,NA,2025-06-09,2,1,0,0,0,0,2,6,0,28,109,Unusable
Kyle Higashioka,543309,NA,2025-09-15,2,0,0,1,2,0,2,1,0,28,92,Unusable
Jonah Heim,641680,NA,2025-03-24,0,0,0,2,0,0,2,2,0,28,46,IF4
Jonah Heim,641680,NA,2025-09-15,2,0,0,1,2,0,1,2,0,28,92,Unusable
Lenyn Sosa,672820,NA,2025-09-08,4,1,0,0,0,0,2,3,0,28,82,Unusable
Jon Berti,542932,NA,2025-04-21,4,1,0,0,0,0,2,1,1,28,98,Unusable
Henry Davis,680779,NA,2025-09-22,2,0,0,1,0,0,2,2,1,28,83,Unusable
Alejandro Kirk,672386,NA,2025-05-19,3,0,0,0,5,0,2,0,0,28,97,Unusable
Travis d'Arnaud,518595,NA,2025-06-02,4,0,0,1,0,0,1,2,0,28,94,Unusable
Max Schuemann,680474,NA,2025-05-12,1,0,0,1,3,0,2,1,0,28,105,Unusable
Max Schuemann,680474,NA,2025-07-21,2,0,0,0,1,1,2,4,1,28,101,Unusable
Luis Urias,649966,NA,2025-06-02,3,0,0,0,2,1,2,1,1,28,94,Unusable
Luis Urias,649966,NA,2025-06-16,6,0,0,0,2,0,1,1,0,28,102,Unusable
Gio Urshela,570482,NA,2025-04-14,0,1,1,0,2,0,0,4,0,28,98,Unusable
Jose Tena,677588,NA,2025-05-05,2,1,0,0,2,0,1,2,1,28,114,Unusable
Jake Bauers,641343,NA,2025-05-12,3,2,0,0,1,0,0,2,0,28,105,Unusable
Mookie Betts,605141,16.08,2025-07-21,2,1,0,0,3,0,2,1,0,27,103,Unusable
Austin Riley,663586,30.75,2025-05-19,1,1,0,0,3,1,3,0,0,27,99,Unusable
Ketel Marte,606466,37.6,2025-03-31,2,1,0,0,3,0,2,1,0,27,100,Unusable
William Contreras,661388,61.55,2025-03-31,1,0,0,0,6,0,3,0,0,27,100,Unusable
Christian Walker,572233,74.01,2025-08-11,1,1,0,0,4,0,1,2,0,27,99,Unusable
Willy Adames,642715,76.34,2025-05-19,1,0,1,0,2,0,2,3,0,27,99,Unusable
Jose Altuve,514888,81.09,2025-09-08,3,0,0,1,0,0,3,1,0,27,84,Unusable
Mark Vientos,668901,83.69,2025-05-26,1,1,0,1,0,0,1,3,0,27,99,Unusable
Bo Bichette,666182,84.67,2025-03-31,4,1,0,0,0,1,0,3,0,27,100,Unusable
Bo Bichette,666182,84.67,2025-06-23,5,1,0,0,0,0,2,1,0,27,101,Unusable
Bo Bichette,666182,84.67,2025-06-30,2,0,0,1,1,0,2,2,0,27,98,Unusable
Matt Chapman,656305,93.14,2025-03-24,2,0,0,1,1,0,2,2,0,27,48,IF4
Matt Chapman,656305,93.14,2025-04-07,0,0,0,0,7,0,3,0,0,27,88,Unusable
Matt Chapman,656305,93.14,2025-08-04,4,1,0,0,1,0,1,2,0,27,103,Unusable
Jordan Westburg,676059,108.66,2025-03-31,5,0,0,0,2,0,2,1,0,27,100,Unusable
Jordan Westburg,676059,108.66,2025-04-21,5,0,1,0,0,0,1,1,0,27,104,Unusable
Paul Goldschmidt,502671,117.94,2025-08-11,1,3,0,0,0,0,2,1,0,27,99,Unusable
Vinnie Pasquantino,686469,131.56,2025-06-09,5,0,0,0,2,0,2,1,0,27,113,Unusable
Jackson Holliday,702616,135.54,2025-07-14,2,0,0,1,1,0,3,1,0,27,39,IF4
Royce Lewis,668904,168.33,2025-06-09,3,0,0,1,0,0,2,2,0,27,113,Unusable
Royce Lewis,668904,168.33,2025-06-30,4,1,0,0,1,0,1,2,0,27,98,Unusable
Rhys Hoskins,656555,172.72,2025-04-07,3,1,0,0,2,0,1,2,0,27,88,Unusable
Rhys Hoskins,656555,172.72,2025-06-30,1,1,1,0,2,0,1,1,0,27,98,Unusable
Jeremy Pena,665161,180.02,2025-09-08,2,2,0,0,1,0,1,2,0,27,84,Unusable
Zach Neto,687263,202.06,2025-08-18,2,1,0,0,0,1,1,1,2,27,103,Unusable
Josh Jung,673962,208.9,2025-09-08,1,2,0,0,2,0,2,1,0,27,84,Unusable
Xander Bogaerts,593428,211.87,2025-06-02,3,1,0,0,2,0,1,0,1,27,101,Unusable
Brandon Lowe,664040,213.94,2025-03-24,3,0,0,1,0,0,2,2,0,27,48,IF4
Brandon Lowe,664040,213.94,2025-05-05,0,1,0,1,1,0,3,1,0,27,115,Unusable
Matt Shaw,807713,227.33,2025-07-14,3,0,0,1,0,0,1,1,1,27,39,IF4
Andres Gimenez,665926,231.93,2025-09-15,1,0,1,0,2,0,2,3,0,27,98,Unusable
Austin Wells,669224,234.46,2025-09-22,3,2,0,0,0,0,0,3,0,27,88,Unusable
Andrew Vaughn,683734,236.76,2025-07-14,3,0,0,0,4,0,1,2,0,27,39,IF4
Carlos Santana,467793,237.36,2025-04-14,5,0,0,0,1,1,2,1,0,27,103,Unusable
Spencer Torkelson,679529,237.98,2025-09-01,4,1,0,0,1,0,1,2,0,27,106,Unusable
Ben Rice,700250,239.01,2025-03-24,2,0,0,1,1,0,3,1,0,27,48,IF4
Willi Castro,650489,239.25,2025-05-19,2,1,0,0,2,1,2,1,0,27,99,Unusable
Francisco Alvarez,682626,239.35,2025-07-28,2,1,0,0,3,0,1,2,0,27,114,Unusable
Brett Baty,683146,239.56,2025-06-09,1,0,0,1,2,0,1,1,1,27,113,Unusable
Brett Baty,683146,239.56,2025-06-30,2,0,0,1,1,0,2,2,0,27,98,Unusable
Josh Smith,669701,239.59,2025-04-21,1,0,0,1,2,0,3,1,0,27,104,Unusable
Ty France,664034,239.69,2025-06-23,3,2,0,0,1,1,0,0,0,27,101,Unusable
Jeff McNeil,643446,239.75,2025-05-05,0,0,1,1,1,0,1,2,0,27,115,Unusable
Kyle Teel,691019,239.94,2025-07-28,2,0,0,1,1,0,2,2,0,27,114,Unusable
Ke'Bryan Hayes,663647,240,2025-07-28,3,0,0,1,0,0,1,3,0,27,114,Unusable
Nick Yorke,694377,240,2025-09-08,3,1,0,0,0,0,1,3,1,27,84,Unusable
Otto Lopez,672640,NA,2025-04-21,3,0,0,0,0,0,3,2,2,27,104,Unusable
Ivan Herrera,671056,NA,2025-03-24,2,2,0,0,1,0,1,2,0,27,48,IF4
Gabriel Arias,672356,NA,2025-03-24,1,1,0,1,0,0,2,2,0,27,48,IF4
Gabriel Arias,672356,NA,2025-05-12,3,1,0,0,2,0,0,3,0,27,109,Unusable
Amed Rosario,642708,NA,2025-06-16,2,0,0,1,1,0,1,3,0,27,105,Unusable
Nick Fortes,663743,NA,2025-03-24,0,2,1,0,0,1,1,1,0,27,48,IF4
Trey Sweeney,700242,NA,2025-04-07,1,1,0,0,2,0,2,2,1,27,88,Unusable
Edmundo Sosa,624641,NA,2025-06-16,1,1,0,1,0,0,1,3,0,27,105,Unusable
Alejandro Kirk,672386,NA,2025-03-31,5,1,0,0,0,0,2,1,0,27,100,Unusable
Martin Maldonado,455117,NA,2025-06-09,1,0,0,1,2,0,2,2,0,27,113,Unusable
Andy Ibanez,628451,NA,2025-09-22,4,0,0,0,3,0,1,0,1,27,88,Unusable
Ramon Urias,602104,NA,2025-03-24,3,1,0,0,2,0,0,3,0,27,48,IF4
Thomas Saggese,695336,NA,2025-08-04,4,1,0,0,0,1,3,0,0,27,103,Unusable
Jose Iglesias,578428,NA,2025-07-14,3,2,0,0,0,0,3,0,0,27,39,IF4
Jose Trevino,624431,NA,2025-04-21,4,1,0,0,1,0,3,0,0,27,104,Unusable
Mookie Betts,605141,16.08,2025-09-22,5,0,0,0,1,0,1,3,0,26,90,Unusable
Corey Seager,608369,43.68,2025-03-31,1,0,0,1,3,0,1,1,0,26,105,Unusable
Manny Machado,592518,45.54,2025-06-23,3,0,0,1,1,0,1,1,0,26,103,Unusable
Oneil Cruz,665833,50.09,2025-06-30,1,1,0,0,3,0,2,0,1,26,102,Unusable
Junior Caminero,691406,65.87,2025-04-28,2,1,0,1,0,0,1,1,0,26,113,Unusable
CJ Abrams,682928,79.08,2025-05-19,2,1,0,0,1,1,3,1,0,26,102,Unusable
Jose Altuve,514888,81.09,2025-04-21,2,1,0,0,2,0,2,2,0,26,108,Unusable
Jose Altuve,514888,81.09,2025-05-12,3,1,0,0,3,0,1,0,0,26,110,Unusable
Jose Altuve,514888,81.09,2025-08-25,3,0,0,1,0,1,1,1,0,26,101,Unusable
Bo Bichette,666182,84.67,2025-07-14,1,2,0,0,0,1,2,2,0,26,43,IF4
Triston Casas,671213,99,2025-04-07,3,1,0,0,2,1,0,1,0,26,91,Unusable
Vinnie Pasquantino,686469,131.56,2025-08-25,3,0,0,0,3,0,2,2,0,26,101,Unusable
Anthony Volpe,683011,135.32,2025-04-07,1,0,0,0,5,0,1,1,1,26,91,Unusable
Anthony Volpe,683011,135.32,2025-08-04,2,1,0,0,2,0,0,2,1,26,105,Unusable
Michael Toglia,669911,138.78,2025-04-07,4,1,0,0,0,0,1,1,1,26,91,Unusable
Alec Bohm,664761,148.29,2025-08-11,1,0,0,1,0,1,2,3,0,26,101,Unusable
Jonathan India,663697,164.42,2025-04-14,4,1,0,0,2,0,0,1,0,26,104,Unusable
Jonathan India,663697,164.42,2025-05-26,7,0,0,0,1,0,0,1,0,26,100,Unusable
Masyn Winn,691026,166.08,2025-07-14,6,0,0,0,0,0,2,0,1,26,43,IF4
Masyn Winn,691026,166.08,2025-08-18,2,0,0,0,0,2,3,0,2,26,104,Unusable
Luis Arraez,650333,168.81,2025-07-07,2,0,0,1,1,1,1,1,0,26,99,Unusable
Tommy Edman,669242,186.13,2025-05-19,2,1,0,0,1,1,2,2,0,26,102,Unusable
Salvador Perez,521692,194.19,2025-08-25,0,1,0,1,0,0,2,3,0,26,101,Unusable
Carlos Correa,621043,209.38,2025-06-02,3,1,0,0,1,0,3,1,0,26,102,Unusable
Xander Bogaerts,593428,211.87,2025-04-14,1,2,0,0,3,0,1,0,0,26,104,Unusable
Shea Langeliers,669127,226.05,2025-04-21,4,1,0,0,0,0,1,1,1,26,108,Unusable
Shea Langeliers,669127,226.05,2025-05-26,1,1,0,1,1,0,1,1,0,26,100,Unusable
Nolan Arenado,571448,227.39,2025-04-07,1,1,0,0,3,0,3,1,0,26,91,Unusable
Yainer Diaz,673237,234.25,2025-05-19,4,0,0,0,3,1,1,0,0,26,102,Unusable
Austin Wells,669224,234.46,2025-05-19,2,1,0,0,2,0,2,2,0,26,102,Unusable
Ryan Mountcastle,663624,234.73,2025-04-14,1,2,0,0,1,0,3,1,0,26,104,Unusable
Colt Keith,690993,235.65,2025-05-19,0,3,0,0,0,0,2,2,0,26,102,Unusable
Connor Norby,681393,237.78,2025-05-26,1,2,0,0,0,1,2,2,0,26,100,Unusable
Tyler Fitzgerald,666149,237.85,2025-05-26,3,1,0,0,1,0,0,0,2,26,100,Unusable
Josh Bell,605137,238,2025-06-16,5,1,0,0,1,0,1,0,0,26,107,Unusable
Christopher Morel,666624,238.29,2025-09-15,1,1,0,0,3,0,0,4,0,26,99,Unusable
Logan O'Hoppe,681351,238.67,2025-07-07,2,0,0,0,3,1,2,0,1,26,99,Unusable
Trevor Story,596115,238.76,2025-04-28,5,0,0,0,0,1,2,0,1,26,113,Unusable
Thairo Estrada,642731,239.19,2025-06-16,1,1,0,1,0,1,1,1,0,26,107,Unusable
Coby Mayo,691723,239.19,2025-06-02,2,1,0,0,2,0,2,0,1,26,102,Unusable
Willi Castro,650489,239.25,2025-05-05,4,0,0,0,2,0,4,0,0,26,117,Unusable
Nolan Schanuel,694384,239.52,2025-05-26,5,0,0,0,3,0,1,0,0,26,100,Unusable
Brett Baty,683146,239.56,2025-09-22,2,0,0,1,0,0,2,3,0,26,90,Unusable
DJ LeMahieu,518934,239.58,2025-05-12,3,0,0,1,1,0,1,1,0,26,110,Unusable
Keibert Ruiz,660688,239.6,2025-04-28,7,0,0,0,1,0,1,0,0,26,113,Unusable
Luisangel Acuna,682668,239.64,2025-05-05,3,0,0,0,0,1,1,2,2,26,117,Unusable
Ty France,664034,239.69,2025-08-18,3,0,0,0,2,1,1,3,0,26,104,Unusable
Maikel Garcia,672580,239.72,2025-03-24,2,1,0,1,0,0,1,1,0,26,55,Unusable
Maikel Garcia,672580,239.72,2025-04-07,4,1,0,0,0,0,1,3,0,26,91,Unusable
Maikel Garcia,672580,239.72,2025-09-15,3,0,0,0,3,0,3,1,0,26,99,Unusable
Jeff McNeil,643446,239.75,2025-07-07,2,0,1,0,2,0,1,2,0,26,99,Unusable
Jeff McNeil,643446,239.75,2025-07-21,1,2,0,0,3,0,1,0,0,26,104,Unusable
Casey Schmitt,669477,239.77,2025-05-19,2,1,0,0,3,1,0,1,0,26,102,Unusable
Casey Schmitt,669477,239.77,2025-07-21,3,0,0,1,1,0,1,1,0,26,104,Unusable
Casey Schmitt,669477,239.77,2025-08-11,4,1,0,0,1,1,1,0,0,26,101,Unusable
Bo Naylor,666310,239.8,2025-09-22,1,2,0,0,1,0,2,2,0,26,90,Unusable
Jordan Lawlar,691783,239.81,2025-09-15,2,1,0,0,2,0,2,2,0,26,99,Unusable
Spencer Horwitz,687462,239.83,2025-09-01,2,1,0,0,3,1,1,0,0,26,107,Unusable
Elias Diaz,553869,239.91,2025-07-14,1,0,0,1,1,0,1,4,0,26,43,IF4
Caleb Durbin,702332,239.92,2025-06-02,1,0,0,1,2,1,1,1,0,26,102,Unusable
Nolan Gorman,669357,239.92,2025-06-16,0,1,0,0,4,0,3,1,0,26,107,Unusable
Kyle Teel,691019,239.94,2025-08-25,6,0,0,0,2,0,0,1,0,26,101,Unusable
Jorge Polanco,593871,239.99,2025-05-05,2,1,0,0,2,0,2,2,0,26,117,Unusable
Ke'Bryan Hayes,663647,240,2025-04-28,8,0,0,0,0,0,0,1,0,26,113,Unusable
Enrique Hernandez,571771,NA,2025-04-21,1,0,0,1,1,0,2,3,0,26,108,Unusable
Orlando Arcia,606115,NA,2025-08-18,1,2,0,0,1,0,2,2,0,26,104,Unusable
Isaac Collins,686555,NA,2025-05-26,2,0,0,0,1,1,0,1,3,26,100,Unusable
Ivan Herrera,671056,NA,2025-05-26,2,1,0,0,4,0,0,1,0,26,100,Unusable
Ivan Herrera,671056,NA,2025-08-11,5,0,0,0,1,0,1,1,1,26,101,Unusable
Gabriel Arias,672356,NA,2025-03-31,4,0,0,0,3,1,1,0,0,26,105,Unusable
Gabriel Arias,672356,NA,2025-04-21,2,2,0,0,0,0,3,1,0,26,108,Unusable
Gabriel Arias,672356,NA,2025-07-21,0,2,0,1,0,0,1,1,0,26,104,Unusable
Bryce Eldridge,805811,NA,2025-09-22,1,1,0,0,5,0,0,1,0,26,90,Unusable
Ernie Clement,676391,NA,2025-07-07,1,2,0,0,1,0,3,1,0,26,99,Unusable
Zach McKinstry,656716,NA,2025-05-05,2,0,0,0,4,0,3,1,0,26,117,Unusable
Zach McKinstry,656716,NA,2025-09-15,1,1,0,1,1,0,1,1,0,26,99,Unusable
Lenyn Sosa,672820,NA,2025-09-15,2,0,0,1,0,0,2,3,0,26,99,Unusable
David Fry,681807,NA,2025-07-28,1,0,0,1,1,0,3,2,0,26,117,Unusable
Ryan Noda,676116,NA,2025-06-16,1,0,0,1,3,0,1,1,0,26,107,Unusable
Vidal Brujan,660644,NA,2025-09-15,3,1,0,0,1,0,2,2,0,26,99,Unusable
Nick Maton,665155,NA,2025-03-31,1,0,0,1,3,0,1,1,0,26,105,Unusable
Nick Maton,665155,NA,2025-04-21,2,1,0,0,2,0,2,2,0,26,108,Unusable
Ramon Urias,602104,NA,2025-09-01,2,0,0,1,0,0,1,4,0,26,107,Unusable
Carson Williams,700246,NA,2025-08-25,3,1,0,0,1,0,1,3,0,26,101,Unusable
Kyle Farmer,571657,NA,2025-06-09,1,1,0,1,1,0,1,1,0,26,117,Unusable
Brett Harris,695391,NA,2025-08-11,2,1,0,0,2,0,3,1,0,26,101,Unusable
Josh Rojas,668942,NA,2025-07-28,1,1,0,1,1,0,1,1,0,26,117,Unusable
Adrian Del Castillo,680728,NA,2025-07-14,4,1,0,0,0,0,2,2,0,26,43,IF4
Pedro Pages,686780,NA,2025-04-21,4,1,0,0,0,0,3,1,0,26,108,Unusable
Thomas Saggese,695336,NA,2025-09-22,4,2,0,0,0,0,0,1,0,26,90,Unusable
Jose Iglesias,578428,NA,2025-08-11,0,0,0,1,1,1,2,3,0,26,101,Unusable
Jose Trevino,624431,NA,2025-05-05,0,4,0,0,0,0,0,1,0,26,117,Unusable
Jose Ramirez,608070,8.37,2025-08-04,1,1,0,0,2,0,3,0,1,25,106,Unusable
Trea Turner,607208,35.91,2025-07-14,3,0,0,0,2,0,2,1,1,25,47,IF4
Oneil Cruz,665833,50.09,2025-09-15,2,0,1,0,1,0,1,3,0,25,105,Unusable
William Contreras,661388,61.55,2025-09-08,4,0,0,0,1,0,0,5,0,25,88,Unusable
Marcus Semien,543760,65.54,2025-08-04,3,1,0,0,2,0,1,1,0,25,106,Unusable
Willy Adames,642715,76.34,2025-05-26,4,0,0,0,3,0,0,0,1,25,107,Unusable
CJ Abrams,682928,79.08,2025-04-07,0,0,0,1,1,0,1,1,2,25,96,Unusable
Mark Vientos,668901,83.69,2025-05-12,5,1,0,0,0,0,1,1,0,25,112,Unusable
Mark Vientos,668901,83.69,2025-07-21,2,2,0,0,1,0,0,2,0,25,107,Unusable
Matt Chapman,656305,93.14,2025-05-12,4,1,0,0,1,0,2,0,0,25,112,Unusable
Eugenio Suarez,553993,104.99,2025-07-28,2,2,0,0,0,1,2,0,0,25,119,Unusable
Ezequiel Tovar,678662,111.22,2025-09-08,1,1,0,0,2,0,2,1,1,25,88,Unusable
Adley Rutschman,668939,112.59,2025-04-21,3,0,0,0,4,0,1,1,0,25,114,Unusable
Paul Goldschmidt,502671,117.94,2025-06-02,1,0,0,1,2,0,2,1,0,25,105,Unusable
Dansby Swanson,621020,124.49,2025-06-02,3,2,0,0,0,0,0,2,0,25,105,Unusable
Dansby Swanson,621020,124.49,2025-07-28,2,1,0,0,1,0,2,3,0,25,119,Unusable
Max Muncy,691777,161.48,2025-06-23,4,0,0,0,2,1,2,0,0,25,104,Unusable
Jonathan India,663697,164.42,2025-04-07,1,1,0,0,4,0,1,1,0,25,96,Unusable
Xavier Edwards,669364,165.36,2025-05-26,3,2,0,0,0,0,1,1,0,25,107,Unusable
Ryan McMahon,641857,172.9,2025-05-26,2,2,0,0,1,0,0,2,0,25,107,Unusable
Willson Contreras,575929,182.14,2025-09-01,2,0,1,0,1,0,0,4,0,25,109,Unusable
Tommy Edman,669242,186.13,2025-06-30,2,0,0,0,4,1,2,0,0,25,103,Unusable
Salvador Perez,521692,194.19,2025-04-14,1,2,0,0,2,0,1,1,0,25,107,Unusable
Salvador Perez,521692,194.19,2025-06-23,3,1,0,0,2,0,0,2,0,25,104,Unusable
Bryson Stott,681082,202.3,2025-04-07,3,1,0,0,2,0,0,2,0,25,96,Unusable
Josh Jung,673962,208.9,2025-08-11,1,2,0,0,2,0,1,1,0,25,106,Unusable
Kristian Campbell,692225,212.49,2025-04-28,0,1,0,1,1,0,1,2,0,25,117,Unusable
Will Smith,669257,215.77,2025-06-23,2,0,0,1,1,0,2,1,0,25,104,Unusable
Will Smith,669257,215.77,2025-07-07,2,1,0,0,3,0,1,1,0,25,103,Unusable
Shea Langeliers,669127,226.05,2025-06-02,0,3,0,0,1,0,1,1,0,25,105,Unusable
Michael Busch,683737,226.9,2025-04-21,0,1,0,0,5,0,2,0,0,25,114,Unusable
Andres Gimenez,665926,231.93,2025-04-28,5,0,0,0,0,0,1,2,1,25,117,Unusable
Andres Gimenez,665926,231.93,2025-06-02,3,1,0,0,2,0,2,0,0,25,105,Unusable
Yainer Diaz,673237,234.25,2025-09-15,3,1,0,0,0,0,2,3,0,25,105,Unusable
Ryan Mountcastle,663624,234.73,2025-09-15,3,0,0,1,0,0,1,2,0,25,105,Unusable
Andrew Vaughn,683734,236.76,2025-04-21,3,1,0,0,2,0,1,1,0,25,114,Unusable
Joey Ortiz,687401,237.06,2025-05-05,1,1,0,1,0,0,2,1,0,25,122,Unusable
Tyler Fitzgerald,666149,237.85,2025-05-19,3,1,0,0,2,0,0,0,1,25,108,Unusable
Logan O'Hoppe,681351,238.67,2025-04-07,5,1,0,0,0,0,2,0,0,25,96,Unusable
Trevor Story,596115,238.76,2025-05-19,2,1,0,0,1,0,2,1,1,25,108,Unusable
Ben Rice,700250,239.01,2025-08-04,3,1,0,0,2,0,0,2,0,25,106,Unusable
Francisco Alvarez,682626,239.35,2025-05-05,6,0,0,0,0,1,2,0,0,25,122,Unusable
DJ LeMahieu,518934,239.58,2025-05-26,3,1,0,0,2,0,0,2,0,25,107,Unusable
Josh Smith,669701,239.59,2025-08-04,1,2,0,0,2,0,1,1,0,25,106,Unusable
Jonathan Aranda,666018,239.63,2025-03-24,0,3,0,0,0,1,1,1,0,25,56,Unusable
Casey Schmitt,669477,239.77,2025-07-07,2,1,0,0,3,0,1,1,0,25,103,Unusable
Bo Naylor,666310,239.8,2025-06-09,1,0,0,1,2,0,2,1,0,25,118,Unusable
Ryan O'Hearn,656811,239.89,2025-07-21,4,0,0,0,1,0,2,3,0,25,107,Unusable
Tyler Stephenson,663886,239.91,2025-06-23,1,1,0,0,4,0,1,1,0,25,104,Unusable
Nick Gonzales,693304,239.92,2025-08-11,6,0,0,0,1,0,2,0,0,25,106,Unusable
Kyle Teel,691019,239.94,2025-06-09,2,0,0,0,3,0,2,1,1,25,118,Unusable
Brooks Lee,686797,239.95,2025-04-14,0,0,0,1,3,0,2,1,0,25,107,Unusable
Brooks Lee,686797,239.95,2025-09-01,4,1,0,0,1,0,1,1,0,25,109,Unusable
Will Wagner,695238,239.98,2025-07-07,3,1,0,0,0,2,2,0,0,25,103,Unusable
Michael Massey,686681,239.99,2025-05-12,2,0,0,1,1,0,2,1,0,25,112,Unusable
Jose Miranda,669304,240,2025-03-31,1,0,0,1,0,0,1,5,0,25,108,Unusable
Patrick Bailey,672275,240,2025-04-28,2,2,0,0,1,0,2,0,0,25,117,Unusable
Patrick Bailey,672275,240,2025-06-02,1,2,0,0,2,0,1,1,0,25,105,Unusable
Nick Kurtz,701762,NA,2025-05-12,0,1,0,1,1,0,2,1,0,25,112,Unusable
Enrique Hernandez,571771,NA,2025-04-07,1,0,0,1,2,0,1,2,0,25,96,Unusable
Marcelo Mayer,691785,NA,2025-06-16,1,0,0,1,2,0,2,1,0,25,111,Unusable
Brayan Rocchio,677587,NA,2025-07-14,1,2,0,0,0,0,2,3,0,25,47,IF4
Isaac Collins,686555,NA,2025-09-22,1,1,0,0,3,1,2,0,0,25,95,Unusable
David Hamilton,666152,NA,2025-06-30,2,0,0,0,1,0,1,1,3,25,103,Unusable
Javier Baez,595879,NA,2025-04-07,3,1,0,0,2,0,1,1,0,25,96,Unusable
Ezequiel Duran,677649,NA,2025-06-09,0,2,0,0,1,2,1,1,0,25,118,Unusable
Jonah Heim,641680,NA,2025-06-23,1,1,0,1,0,0,1,2,0,25,104,Unusable
Lenyn Sosa,672820,NA,2025-05-26,5,1,0,0,0,0,1,1,0,25,107,Unusable
David Fry,681807,NA,2025-09-08,1,1,0,1,0,0,1,2,0,25,88,Unusable
Connor Wong,657136,NA,2025-08-04,2,1,0,0,1,0,2,3,0,25,106,Unusable
Martin Maldonado,455117,NA,2025-07-21,2,2,0,0,1,0,1,1,0,25,107,Unusable
Agustin Ramirez,682663,NA,2025-09-01,3,0,0,0,2,0,3,0,1,25,109,Unusable
Luis Torrens,620443,NA,2025-03-31,3,0,0,1,0,0,1,2,0,25,108,Unusable
Luis Torrens,620443,NA,2025-04-21,3,1,0,0,0,0,1,4,0,25,114,Unusable
Andy Ibanez,628451,NA,2025-05-19,1,1,0,0,0,2,3,2,0,25,108,Unusable
Ramon Urias,602104,NA,2025-07-21,2,1,0,0,3,0,1,1,0,25,107,Unusable
Max Schuemann,680474,NA,2025-08-04,0,3,0,0,1,0,2,0,0,25,106,Unusable
Brett Harris,695391,NA,2025-08-25,2,1,0,0,1,0,5,0,0,25,106,Unusable
Brett Harris,695391,NA,2025-09-22,3,1,0,0,2,0,2,0,0,25,95,Unusable
Ronny Mauricio,677595,NA,2025-07-28,1,0,0,1,2,0,2,1,0,25,119,Unusable
Pedro Pages,686780,NA,2025-05-26,1,0,0,1,2,0,1,2,0,25,107,Unusable
Thomas Saggese,695336,NA,2025-03-31,1,0,0,1,0,0,2,4,0,25,108,Unusable
Jose Iglesias,578428,NA,2025-07-21,3,0,0,0,2,0,0,1,2,25,107,Unusable
Jose Iglesias,578428,NA,2025-07-28,1,1,0,0,2,0,5,0,0,25,119,Unusable
Jose Trevino,624431,NA,2025-06-16,2,2,0,0,1,0,2,0,0,25,111,Unusable
Jose Trevino,624431,NA,2025-09-01,3,1,0,0,0,0,3,2,0,25,109,Unusable
Mookie Betts,605141,16.08,2025-07-07,2,1,0,0,1,1,2,1,0,24,106,Unusable
Francisco Lindor,596019,17.8,2025-06-23,3,1,0,0,1,0,2,1,0,24,109,Unusable
Matt Olson,621566,21.79,2025-04-07,4,0,0,0,2,0,0,3,0,24,102,Unusable
Freddie Freeman,518692,26.39,2025-06-16,5,0,0,0,0,1,3,0,0,24,113,Unusable
Pete Alonso,624413,29.95,2025-05-12,3,1,0,0,1,0,0,3,0,24,116,Unusable
Corey Seager,608369,43.68,2025-07-14,2,2,0,0,0,0,0,3,0,24,49,Unusable
Manny Machado,592518,45.54,2025-08-25,4,0,0,0,2,0,2,1,0,24,107,Unusable
