player_name,mlbid,final_adp,week,w,qs,outs,so,er,ud_points,week_rank,rank_group
Jose Quintana,500779,NA,2025-09-01,1,1,19,6,3,38,38,Unusable
Cade Horton,690990,NA,2025-07-21,1,1,19,3,0,38,41,Unusable
Kyle Freeland,607536,NA,2025-08-11,1,1,22,2,0,38,36,P3
Tarik Skubal,669373,28.21,2025-05-12,0,0,19,11,5,37,58,Unusable
Zack Wheeler,554430,40.13,2025-04-07,0,0,34,10,9,37,50,Unusable
Corbin Burnes,669203,62,2025-04-21,0,0,16,8,1,37,44,Unusable
Blake Snell,605483,68.13,2025-08-11,1,1,18,3,0,37,39,Unusable
Michael King,650633,76.46,2025-04-28,1,0,17,6,1,37,45,Unusable
Yoshinobu Yamamoto,808967,87.21,2025-05-12,1,1,18,6,3,37,58,Unusable
Yoshinobu Yamamoto,808967,87.21,2025-09-15,0,0,16,7,0,37,43,Unusable
Logan Webb,657277,89.7,2025-06-09,1,1,21,4,2,37,45,Unusable
Luis Castillo,622491,101.92,2025-09-15,1,1,18,3,0,37,43,Unusable
Max Fried,608331,108.44,2025-03-31,1,0,17,6,1,37,47,Unusable
Max Fried,608331,108.44,2025-04-21,1,1,18,3,0,37,44,Unusable
Zac Gallen,668678,113.12,2025-04-07,0,1,32,7,7,37,50,Unusable
Tanner Bibee,676440,118.48,2025-04-21,1,1,18,5,2,37,44,Unusable
Seth Lugo,607625,136.46,2025-04-28,1,1,18,5,2,37,45,Unusable
Kodai Senga,673540,141.74,2025-06-09,1,0,17,5,0,37,45,Unusable
Clay Holmes,605280,151.97,2025-08-11,1,0,26,8,6,37,39,Unusable
Gavin Williams,668909,157.88,2025-09-01,1,1,21,3,1,37,40,Unusable
Jose Berrios,621244,167.54,2025-07-07,1,1,27,5,5,37,47,Unusable
Brandon Pfaadt,694297,168.26,2025-04-07,1,1,18,3,0,37,50,Unusable
Brandon Pfaadt,694297,168.26,2025-04-14,1,0,17,6,1,37,48,Unusable
Mitch Keller,656605,182.86,2025-03-24,1,1,18,4,1,37,24,P2
Nick Lodolo,666157,188.35,2025-03-31,0,1,20,4,0,37,47,Unusable
Nick Lodolo,666157,188.35,2025-04-07,1,1,18,3,0,37,50,Unusable
Nick Lodolo,666157,188.35,2025-09-08,0,0,31,7,5,37,33,P3
Walker Buehler,621111,190.38,2025-05-19,0,0,22,7,2,37,51,Unusable
Ryan Pepiot,686752,190.49,2025-05-26,0,1,20,4,0,37,49,Unusable
Brandon Woodruff,605540,204.68,2025-07-07,0,0,13,10,2,37,47,Unusable
Reese Olson,681857,209.22,2025-03-31,1,1,18,5,2,37,47,Unusable
Max Scherzer,453286,213.93,2025-08-11,1,1,21,3,1,37,39,Unusable
Max Scherzer,453286,213.93,2025-08-18,1,1,18,4,1,37,47,Unusable
Brady Singer,663903,227.02,2025-06-09,1,1,18,4,1,37,45,Unusable
Brady Singer,663903,227.02,2025-09-15,1,0,17,6,1,37,43,Unusable
Bubba Chandler,696149,228.57,2025-09-22,1,0,17,6,1,37,42,Unusable
Merrill Kelly,518876,229.59,2025-07-14,1,1,18,5,2,37,19,P2
Grant Holmes,656550,230.63,2025-06-16,1,0,17,5,0,37,47,Unusable
Casey Mize,663554,234.59,2025-04-14,1,1,21,3,1,37,48,Unusable
Jeffrey Springs,605488,237.55,2025-07-21,1,1,18,5,2,37,43,Unusable
Marcus Stroman,573186,238.94,2025-07-14,1,1,18,4,1,37,19,P2
Sean Burke,680732,239.12,2025-03-24,1,1,18,3,0,37,24,P2
David Peterson,656849,239.2,2025-07-21,1,1,18,4,1,37,43,Unusable
Jameson Taillon,592791,239.25,2025-04-28,1,1,18,5,2,37,45,Unusable
Drew Rasmussen,656876,239.34,2025-05-19,1,1,18,3,0,37,51,Unusable
Zack Littell,641793,239.48,2025-04-21,1,1,33,3,5,37,44,Unusable
Zack Littell,641793,239.48,2025-06-02,1,1,18,4,1,37,46,Unusable
Brayan Bello,678394,239.54,2025-04-28,0,1,20,5,1,37,45,Unusable
Shane Smith,681343,239.56,2025-06-09,1,1,18,4,1,37,45,Unusable
Eduardo Rodriguez,593958,239.58,2025-09-01,1,1,18,4,1,37,40,Unusable
JP Sears,676664,239.71,2025-06-09,0,0,16,9,2,37,45,Unusable
Matthew Boyd,571510,239.73,2025-06-23,1,1,18,3,0,37,52,Unusable
Ryne Nelson,669194,239.82,2025-07-14,1,1,18,4,1,37,19,P2
Ryne Nelson,669194,239.82,2025-07-28,0,0,16,8,1,37,41,Unusable
Miles Mikolas,571945,239.88,2025-05-19,1,1,18,4,1,37,51,Unusable
Miles Mikolas,571945,239.88,2025-08-11,0,1,35,4,5,37,39,Unusable
Dean Kremer,665152,239.89,2025-04-28,1,1,21,2,0,37,45,Unusable
Mitchell Parker,680730,239.95,2025-06-23,1,1,33,4,6,37,52,Unusable
Clayton Kershaw,477132,239.98,2025-07-28,1,1,18,3,0,37,41,Unusable
Clayton Kershaw,477132,239.98,2025-08-04,1,1,18,4,1,37,38,Unusable
Edward Cabrera,665795,239.99,2025-05-26,1,0,17,5,0,37,49,Unusable
Edward Cabrera,665795,239.99,2025-07-21,1,0,17,6,1,37,43,Unusable
Logan Allen,671106,NA,2025-07-07,1,1,18,5,2,37,47,Unusable
Michael McGreevy,700241,NA,2025-08-04,1,1,18,3,0,37,38,Unusable
Michael McGreevy,700241,NA,2025-08-18,1,1,18,5,2,37,47,Unusable
Matthew Liberatore,669461,NA,2025-04-14,0,1,20,6,2,37,48,Unusable
Matthew Liberatore,669461,NA,2025-04-21,1,1,18,4,1,37,44,Unusable
Matthew Liberatore,669461,NA,2025-08-18,0,0,28,10,7,37,47,Unusable
Davis Martin,663436,NA,2025-07-28,1,0,17,7,2,37,41,Unusable
Trevor Williams,592866,NA,2025-04-28,1,0,32,9,9,37,45,Unusable
Luis Garcia,677651,NA,2025-09-01,1,1,18,6,3,37,40,Unusable
Jose Quintana,500779,NA,2025-04-07,1,1,21,2,0,37,50,Unusable
Luis Garcia,677651,NA,2025-09-01,1,1,18,6,3,37,40,Unusable
Jonathan Cannon,686563,NA,2025-04-28,1,1,18,5,2,37,45,Unusable
Andre Pallante,669467,NA,2025-05-12,1,1,21,4,2,37,58,Unusable
Carmen Mlodzinski,669387,NA,2025-05-05,0,0,31,4,2,37,56,Unusable
Joe Boyle,671212,NA,2025-07-28,0,0,25,8,4,37,41,Unusable
Dylan Cease,656302,52.79,2025-09-22,0,0,15,8,1,36,43,Unusable
Logan Gilbert,669302,55.11,2025-03-31,0,0,15,10,3,36,50,Unusable
Logan Gilbert,669302,55.11,2025-08-11,0,1,19,6,2,36,43,Unusable
Pablo Lopez,641154,86.1,2025-04-28,0,1,19,6,2,36,52,Unusable
Jacob deGrom,594798,96.37,2025-09-22,0,0,15,8,1,36,43,Unusable
Shota Imanaga,684007,101.3,2025-04-14,0,0,15,7,0,36,51,Unusable
Hunter Brown,686613,102.8,2025-07-07,0,0,33,11,10,36,50,Unusable
Max Fried,608331,108.44,2025-08-04,0,0,30,10,8,36,40,Unusable
Bryan Woo,693433,161.21,2025-07-07,0,1,22,5,2,36,50,Unusable
Chris Bassitt,605135,203.48,2025-07-28,0,1,25,9,7,36,45,Unusable
Ronel Blanco,669854,220.43,2025-04-21,1,1,20,3,1,36,49,Unusable
Brady Singer,663903,227.02,2025-06-02,0,0,30,7,5,36,47,Unusable
Charlie Morton,450203,238.52,2025-06-30,1,0,16,7,2,36,47,Unusable
Lucas Giolito,608337,238.53,2025-08-11,0,1,19,5,1,36,43,Unusable
Will Warren,701542,238.96,2025-03-31,0,0,27,9,6,36,50,Unusable
Will Warren,701542,238.96,2025-05-12,0,0,15,9,2,36,61,Unusable
Drew Rasmussen,656876,239.34,2025-04-07,0,0,15,7,0,36,55,Unusable
Jacob Misiorowski,694819,239.39,2025-08-25,0,0,15,10,3,36,43,Unusable
Michael Lorenzen,547179,239.59,2025-06-02,1,1,26,9,9,36,47,Unusable
Tyler Anderson,542881,239.77,2025-06-02,0,0,27,11,8,36,47,Unusable
Mitchell Parker,680730,239.95,2025-08-25,0,1,19,7,3,36,43,Unusable
Edward Cabrera,665795,239.99,2025-06-16,0,1,19,5,1,36,48,Unusable
Jake Irvin,663623,NA,2025-04-21,0,1,22,4,1,36,49,Unusable
Paul Skenes,694973,19.33,2025-05-05,0,1,18,6,2,35,57,Unusable
Zack Wheeler,554430,40.13,2025-08-04,1,0,15,7,2,35,41,Unusable
Garrett Crochet,676979,45.81,2025-06-02,1,0,18,9,5,35,50,Unusable
Logan Gilbert,669302,55.11,2025-04-14,0,0,14,9,2,35,52,Unusable
Logan Gilbert,669302,55.11,2025-07-28,0,1,18,7,3,35,46,Unusable
Logan Gilbert,669302,55.11,2025-09-08,0,0,14,8,1,35,34,P3
Blake Snell,605483,68.13,2025-08-18,0,1,21,5,2,35,50,Unusable
Blake Snell,605483,68.13,2025-09-22,0,1,18,5,1,35,45,Unusable
Spencer Schwellenbach,680885,86.92,2025-03-24,0,1,18,4,0,35,26,P3
Spencer Schwellenbach,680885,86.92,2025-04-07,0,1,18,5,1,35,56,Unusable
Logan Webb,657277,89.7,2025-06-23,0,1,18,6,2,35,54,Unusable
Logan Webb,657277,89.7,2025-09-01,1,0,15,7,2,35,44,Unusable
Jacob deGrom,594798,96.37,2025-06-09,0,1,18,6,2,35,50,Unusable
Shota Imanaga,684007,101.3,2025-07-28,1,0,15,8,3,35,46,Unusable
Shota Imanaga,684007,101.3,2025-08-18,0,1,21,5,2,35,50,Unusable
Luis Castillo,622491,101.92,2025-08-04,0,1,21,5,2,35,41,Unusable
Luis Castillo,622491,101.92,2025-09-08,0,1,18,5,1,35,34,P3
Freddy Peralta,642547,106.07,2025-04-14,1,0,15,5,0,35,52,Unusable
Freddy Peralta,642547,106.07,2025-06-23,1,0,15,8,3,35,54,Unusable
Max Fried,608331,108.44,2025-06-16,0,1,18,7,3,35,49,Unusable
Tyler Glasnow,607192,109,2025-08-25,0,1,21,6,3,35,45,Unusable
Bailey Ober,641927,118.13,2025-04-14,1,1,19,5,3,35,52,Unusable
Robbie Ray,592662,127.55,2025-04-07,1,0,12,7,1,35,56,Unusable
Jack Flaherty,656427,136.28,2025-06-23,0,1,18,7,3,35,54,Unusable
Cristopher Sanchez,650911,137.12,2025-04-07,1,1,19,3,1,35,56,Unusable
Cristopher Sanchez,650911,137.12,2025-06-09,0,1,21,5,2,35,50,Unusable
Yusei Kikuchi,579328,146.02,2025-08-18,0,1,21,4,1,35,50,Unusable
Yusei Kikuchi,579328,146.02,2025-09-22,1,0,15,6,1,35,45,Unusable
Carlos Rodon,607074,148.15,2025-09-08,0,1,18,6,2,35,34,P3
Clay Holmes,605280,151.97,2025-08-18,1,1,19,4,2,35,50,Unusable
Gavin Williams,668909,157.88,2025-09-08,0,1,18,6,2,35,34,P3
Bryan Woo,693433,161.21,2025-07-21,0,1,18,6,2,35,46,Unusable
Jose Berrios,621244,167.54,2025-03-31,0,0,17,8,2,35,52,Unusable
Jose Berrios,621244,167.54,2025-06-02,0,1,18,5,1,35,50,Unusable
Brandon Pfaadt,694297,168.26,2025-08-18,0,1,21,5,2,35,50,Unusable
Taj Bradley,671737,174.81,2025-07-07,0,1,18,5,1,35,52,Unusable
Jesus Luzardo,666200,176.07,2025-08-11,0,1,18,7,3,35,45,Unusable
Mitch Keller,656605,182.86,2025-04-21,0,1,18,6,2,35,51,Unusable
Ryan Pepiot,686752,190.49,2025-05-12,0,1,18,7,3,35,62,Unusable
Ryan Pepiot,686752,190.49,2025-06-09,0,0,17,9,3,35,50,Unusable
Nathan Eovaldi,543135,193.86,2025-04-07,0,0,29,7,5,35,56,Unusable
Nathan Eovaldi,543135,193.86,2025-06-30,1,0,15,5,0,35,48,Unusable
Reese Olson,681857,209.22,2025-04-14,1,0,15,5,0,35,52,Unusable
Shane Baz,669358,218.42,2025-08-25,0,1,18,7,3,35,45,Unusable
Ronel Blanco,669854,220.43,2025-04-07,1,0,15,7,2,35,56,Unusable
Grant Holmes,656550,230.63,2025-05-26,0,0,17,9,3,35,51,Unusable
Ranger Suarez,624133,230.82,2025-06-02,0,1,21,5,2,35,50,Unusable
Kumar Rocker,677958,231.61,2025-06-23,0,1,18,6,2,35,54,Unusable
Luis Severino,622663,232.8,2025-04-21,0,1,18,7,3,35,51,Unusable
Luis Severino,622663,232.8,2025-07-07,0,0,14,8,1,35,52,Unusable
Luis Severino,622663,232.8,2025-07-28,1,0,15,6,1,35,46,Unusable
Erick Fedde,607200,237.02,2025-04-14,0,1,18,5,1,35,52,Unusable
Jeffrey Springs,605488,237.55,2025-08-04,0,1,18,5,1,35,41,Unusable
Justin Verlander,434378,238.33,2025-04-21,0,1,18,5,1,35,51,Unusable
Justin Verlander,434378,238.33,2025-09-08,0,1,21,4,1,35,34,P3
Justin Verlander,434378,238.33,2025-09-15,0,1,21,3,0,35,46,Unusable
Lucas Giolito,608337,238.53,2025-04-28,0,1,18,7,3,35,53,Unusable
Griffin Canning,656288,238.91,2025-04-28,1,0,15,5,0,35,53,Unusable
Will Warren,701542,238.96,2025-09-08,0,1,33,7,8,35,34,P3
Sean Burke,680732,239.12,2025-06-02,0,1,21,5,2,35,50,Unusable
David Peterson,656849,239.2,2025-05-05,0,1,18,6,2,35,57,Unusable
David Peterson,656849,239.2,2025-06-02,0,1,21,6,3,35,50,Unusable
David Peterson,656849,239.2,2025-06-16,0,1,33,7,8,35,49,Unusable
David Peterson,656849,239.2,2025-07-14,0,1,18,4,0,35,22,P2
Jameson Taillon,592791,239.25,2025-05-12,0,1,18,7,3,35,62,Unusable
Drew Rasmussen,656876,239.34,2025-04-14,0,0,17,7,1,35,52,Unusable
Drew Rasmussen,656876,239.34,2025-06-23,1,0,15,5,0,35,54,Unusable
Drew Rasmussen,656876,239.34,2025-08-04,0,1,18,4,0,35,41,Unusable
Drew Rasmussen,656876,239.34,2025-08-18,0,1,18,6,2,35,50,Unusable
Jacob Misiorowski,694819,239.39,2025-06-09,1,0,15,5,0,35,50,Unusable
Max Meyer,676974,239.43,2025-03-24,0,0,17,7,1,35,26,P3
Zack Littell,641793,239.48,2025-04-14,0,1,18,5,1,35,52,Unusable
Zack Littell,641793,239.48,2025-06-30,0,1,18,5,1,35,48,Unusable
Eduardo Rodriguez,593958,239.58,2025-08-25,1,1,25,5,5,35,45,Unusable
Tylor Megill,656731,239.59,2025-03-24,1,0,15,6,1,35,26,P3
Matthew Boyd,571510,239.73,2025-04-07,0,1,18,7,3,35,56,Unusable
Matthew Boyd,571510,239.73,2025-08-11,0,1,21,5,2,35,45,Unusable
Michael Soroka,647336,239.82,2025-06-23,0,1,18,5,1,35,54,Unusable
Andrew Heaney,571760,239.82,2025-06-02,0,1,18,5,1,35,50,Unusable
Andrew Heaney,571760,239.82,2025-06-09,0,1,18,7,3,35,50,Unusable
Ryne Nelson,669194,239.82,2025-07-21,0,1,18,4,0,35,46,Unusable
Ryne Nelson,669194,239.82,2025-08-04,0,0,17,8,2,35,41,Unusable
Ryne Nelson,669194,239.82,2025-09-08,0,1,18,4,0,35,34,P3
German Marquez,608566,239.88,2025-05-26,0,1,18,6,2,35,51,Unusable
German Marquez,608566,239.88,2025-09-15,0,1,21,5,2,35,46,Unusable
Kyle Harrison,690986,239.91,2025-05-26,1,0,15,5,0,35,51,Unusable
Kyle Harrison,690986,239.91,2025-09-15,0,1,18,5,1,35,46,Unusable
Antonio Senzatela,622608,239.92,2025-04-14,1,1,31,3,5,35,52,Unusable
Clayton Kershaw,477132,239.98,2025-08-25,1,0,15,6,1,35,45,Unusable
Simeon Woods Richardson,680573,239.99,2025-06-09,0,0,29,8,6,35,50,Unusable
Zebby Matthews,805673,NA,2025-08-04,1,0,15,6,1,35,41,Unusable
Zebby Matthews,805673,NA,2025-09-01,0,1,18,5,1,35,44,Unusable
Tyler Mahle,641816,NA,2025-03-31,1,0,15,5,0,35,52,Unusable
Logan Allen,671106,NA,2025-06-30,0,1,18,5,1,35,48,Unusable
Brandon Sproat,687075,NA,2025-09-01,0,1,18,7,3,35,44,Unusable
Landon Knack,689017,NA,2025-05-05,1,0,15,5,0,35,57,Unusable
Landon Knack,689017,NA,2025-05-19,0,1,18,5,1,35,54,Unusable
Matthew Liberatore,669461,NA,2025-05-19,0,1,21,4,1,35,54,Unusable
Davis Martin,663436,NA,2025-08-11,0,1,18,4,0,35,45,Unusable
Hurston Waldrep,694462,NA,2025-09-15,1,0,15,8,3,35,46,Unusable
Jack Kochanowicz,686799,NA,2025-04-28,0,1,33,7,8,35,53,Unusable
Cooper Criswell,681867,NA,2025-07-28,0,1,21,4,1,35,46,Unusable
Ryan Feltner,663372,NA,2025-04-21,0,1,21,4,1,35,51,Unusable
Cade Horton,690990,NA,2025-05-26,0,1,18,6,2,35,51,Unusable
Cade Horton,690990,NA,2025-09-15,1,0,15,6,1,35,46,Unusable
Andre Pallante,669467,NA,2025-06-30,0,1,21,3,0,35,48,Unusable
Joey Cantillo,676282,NA,2025-09-22,0,0,17,8,2,35,45,Unusable
Tarik Skubal,669373,28.21,2025-06-16,1,0,17,6,2,34,51,Unusable
Corbin Burnes,669203,62,2025-04-28,1,1,18,3,1,34,56,Unusable
Framber Valdez,664285,83.25,2025-08-11,0,1,20,6,3,34,48,Unusable
Sandy Alcantara,645261,112.89,2025-09-22,1,1,21,3,2,34,48,Unusable
Kevin Gausman,592332,125.67,2025-03-24,1,1,18,4,2,34,29,P3
Jack Flaherty,656427,136.28,2025-05-12,1,0,17,6,2,34,64,Unusable
Kodai Senga,673540,141.74,2025-04-14,1,0,17,4,0,34,60,Unusable
Yusei Kikuchi,579328,146.02,2025-05-19,1,0,17,4,0,34,56,Unusable
Carlos Rodon,607074,148.15,2025-09-01,1,1,18,3,1,34,47,Unusable
Carlos Rodon,607074,148.15,2025-09-22,1,1,18,5,3,34,48,Unusable
Clay Holmes,605280,151.97,2025-09-22,1,1,18,2,0,34,48,Unusable
Bryan Woo,693433,161.21,2025-08-25,1,0,17,6,2,34,49,Unusable
Jackson Jobe,695549,180.19,2025-04-07,1,1,18,2,0,34,62,Unusable
Mitch Keller,656605,182.86,2025-07-21,1,1,18,5,3,34,48,Unusable
Nick Lodolo,666157,188.35,2025-06-16,1,1,18,4,2,34,51,Unusable
Ryan Pepiot,686752,190.49,2025-04-21,1,1,18,3,1,34,55,Unusable
Ryan Pepiot,686752,190.49,2025-08-04,1,0,17,6,2,34,47,Unusable
Brady Singer,663903,227.02,2025-05-26,1,1,21,3,2,34,55,Unusable
Merrill Kelly,518876,229.59,2025-04-07,1,1,18,4,2,34,62,Unusable
Luis Severino,622663,232.8,2025-04-14,1,1,24,1,1,34,60,Unusable
Luis Severino,622663,232.8,2025-08-04,1,1,18,5,3,34,47,Unusable
Dustin May,669160,236.03,2025-05-05,0,1,20,5,2,34,60,Unusable
Erick Fedde,607200,237.02,2025-04-21,0,1,35,7,9,34,55,Unusable
Frankie Montas,593423,237.83,2025-07-21,1,0,17,6,2,34,48,Unusable
Tomoyuki Sugano,608372,238.15,2025-04-14,1,1,21,3,2,34,60,Unusable
Michael Wacha,608379,238.28,2025-09-01,1,0,17,5,1,34,47,Unusable
Jose Soriano,667755,238.37,2025-05-26,1,1,18,2,0,34,55,Unusable
Cristian Javier,664299,238.76,2025-09-15,1,1,18,4,2,34,51,Unusable
Sean Burke,680732,239.12,2025-06-16,0,0,16,7,1,34,51,Unusable
David Peterson,656849,239.2,2025-04-14,0,0,16,9,3,34,60,Unusable
David Peterson,656849,239.2,2025-05-26,1,0,17,5,1,34,55,Unusable
Jameson Taillon,592791,239.25,2025-05-19,1,1,21,2,1,34,56,Unusable
Zack Littell,641793,239.48,2025-04-28,1,1,21,3,2,34,56,Unusable
Shane Smith,681343,239.56,2025-09-08,1,0,17,4,0,34,41,Unusable
Tylor Megill,656731,239.59,2025-05-26,1,0,17,6,2,34,55,Unusable
JP Sears,676664,239.71,2025-04-14,1,1,18,2,0,34,60,Unusable
JP Sears,676664,239.71,2025-06-23,1,0,17,4,0,34,60,Unusable
Landen Roupp,694738,239.78,2025-05-19,1,1,18,2,0,34,56,Unusable
Ryne Nelson,669194,239.82,2025-08-25,1,1,18,3,1,34,49,Unusable
Richard Fitts,690916,239.84,2025-07-07,1,0,17,6,2,34,54,Unusable
German Marquez,608566,239.88,2025-05-05,1,1,21,2,1,34,60,Unusable
Mitchell Parker,680730,239.95,2025-07-14,1,1,18,4,2,34,23,P2
David Festa,701581,239.97,2025-06-09,1,1,18,4,2,34,56,Unusable
Clayton Kershaw,477132,239.98,2025-08-11,1,1,18,3,1,34,48,Unusable
Logan Allen,671106,NA,2025-07-28,1,1,21,3,2,34,50,Unusable
Matthew Liberatore,669461,NA,2025-06-16,1,1,18,4,2,34,51,Unusable
Trevor Williams,592866,NA,2025-05-26,1,1,18,2,0,34,55,Unusable
Jack Kochanowicz,686799,NA,2025-05-26,0,0,31,9,8,34,55,Unusable
Jack Kochanowicz,686799,NA,2025-06-16,0,0,16,8,2,34,51,Unusable
Jonathan Cannon,686563,NA,2025-07-14,1,1,21,2,1,34,23,P2
Kyle Freeland,607536,NA,2025-07-14,1,1,18,3,1,34,23,P2
Chris Sale,519242,66.64,2025-09-08,0,0,15,9,3,33,42,Unusable
Pablo Lopez,641154,86.1,2025-09-08,0,0,15,6,0,33,42,Unusable
Spencer Schwellenbach,680885,86.92,2025-06-16,0,0,21,8,4,33,56,Unusable
Jacob deGrom,594798,96.37,2025-03-24,0,0,15,6,0,33,30,P3
Hunter Greene,668881,97.59,2025-03-24,0,0,15,8,2,33,30,P3
Luis Castillo,622491,101.92,2025-04-07,0,0,15,6,0,33,64,Unusable
Freddy Peralta,642547,106.07,2025-03-24,0,0,15,8,2,33,30,P3
Max Fried,608331,108.44,2025-09-08,1,0,16,6,2,33,42,Unusable
Tyler Glasnow,607192,109,2025-08-11,0,0,15,8,2,33,50,Unusable
Bailey Ober,641927,118.13,2025-09-08,0,0,18,9,4,33,42,Unusable
Sonny Gray,543243,129.65,2025-09-08,0,0,15,8,2,33,42,Unusable
Jack Flaherty,656427,136.28,2025-06-30,0,0,15,9,3,33,52,Unusable
Kodai Senga,673540,141.74,2025-03-31,0,0,15,8,2,33,54,Unusable
Yusei Kikuchi,579328,146.02,2025-07-14,0,0,15,8,2,33,26,P3
Nick Pivetta,601713,150.28,2025-05-05,0,0,27,10,8,33,62,Unusable
Gavin Williams,668909,157.88,2025-04-28,0,0,18,11,6,33,58,Unusable
Jackson Jobe,695549,180.19,2025-03-31,0,0,27,7,5,33,54,Unusable
Chris Bassitt,605135,203.48,2025-04-21,0,0,33,8,8,33,57,Unusable
Reese Olson,681857,209.22,2025-07-14,0,0,15,6,0,33,26,P3
Merrill Kelly,518876,229.59,2025-05-05,0,1,19,6,3,33,62,Unusable
Luis Severino,622663,232.8,2025-06-09,1,1,23,1,1,33,57,Unusable
Bowden Francis,670102,233.52,2025-05-26,0,0,15,6,0,33,61,Unusable
Casey Mize,663554,234.59,2025-04-21,1,0,16,5,1,33,57,Unusable
Dustin May,669160,236.03,2025-03-31,0,0,15,6,0,33,54,Unusable
Justin Verlander,434378,238.33,2025-07-28,0,0,15,7,1,33,51,Unusable
Drew Rasmussen,656876,239.34,2025-09-01,0,0,30,4,3,33,49,Unusable
Shane Smith,681343,239.56,2025-08-04,0,0,15,8,2,33,49,Unusable
Eduardo Rodriguez,593958,239.58,2025-07-21,0,1,19,3,0,33,50,Unusable
Taijuan Walker,592836,239.58,2025-04-14,0,0,27,7,5,33,65,Unusable
Tylor Megill,656731,239.59,2025-03-31,1,0,16,4,0,33,54,Unusable
Tylor Megill,656731,239.59,2025-04-07,0,0,12,7,0,33,64,Unusable
Nick Martinez,607259,239.65,2025-05-26,1,1,35,4,8,33,61,Unusable
JP Sears,676664,239.71,2025-07-21,0,0,15,7,1,33,50,Unusable
Landen Roupp,694738,239.78,2025-06-23,1,0,16,4,0,33,61,Unusable
Ryne Nelson,669194,239.82,2025-06-23,0,0,15,7,1,33,61,Unusable
Ben Brown,676962,239.83,2025-05-05,0,0,15,9,3,33,62,Unusable
Jordan Hicks,663855,239.84,2025-04-21,0,0,30,8,7,33,57,Unusable
Miles Mikolas,571945,239.88,2025-04-28,1,0,16,4,0,33,58,Unusable
German Marquez,608566,239.88,2025-06-09,0,0,15,7,1,33,57,Unusable
Aaron Civale,650644,239.95,2025-07-21,0,0,15,6,0,33,50,Unusable
Mitchell Parker,680730,239.95,2025-09-08,1,1,23,2,2,33,42,Unusable
Kyle Hendricks,543294,239.97,2025-09-22,0,0,15,8,2,33,51,Unusable
Zebby Matthews,805673,NA,2025-05-19,0,0,12,9,2,33,59,Unusable
Cade Horton,690990,NA,2025-09-01,0,0,15,6,0,33,49,Unusable
Emerson Hancock,676106,NA,2025-09-22,0,0,12,7,0,33,51,Unusable
Trevor Rogers,669432,NA,2025-09-08,0,0,15,6,0,33,42,Unusable
Tarik Skubal,669373,28.21,2025-03-31,0,0,17,8,3,32,58,Unusable
Logan Gilbert,669302,55.11,2025-06-30,0,0,14,7,1,32,53,Unusable
Logan Gilbert,669302,55.11,2025-08-25,0,1,18,6,3,32,51,Unusable
Spencer Strider,675911,71.74,2025-05-26,0,0,14,7,1,32,63,Unusable
Spencer Strider,675911,71.74,2025-06-30,0,1,18,6,3,32,53,Unusable
Spencer Strider,675911,71.74,2025-08-25,0,1,21,3,1,32,51,Unusable
Michael King,650633,76.46,2025-04-14,0,0,17,7,2,32,66,Unusable
Framber Valdez,664285,83.25,2025-06-30,1,0,18,7,4,32,53,Unusable
Pablo Lopez,641154,86.1,2025-04-07,0,0,14,6,0,32,66,Unusable
Pablo Lopez,641154,86.1,2025-04-21,1,0,15,6,2,32,60,Unusable
Shota Imanaga,684007,101.3,2025-08-25,0,1,21,5,3,32,51,Unusable
Hunter Brown,686613,102.8,2025-04-07,0,1,18,3,0,32,66,Unusable
Sandy Alcantara,645261,112.89,2025-07-28,1,0,15,4,0,32,52,Unusable
Bailey Ober,641927,118.13,2025-04-07,0,1,18,4,1,32,66,Unusable
Bailey Ober,641927,118.13,2025-06-23,0,0,38,12,14,32,63,Unusable
Bailey Ober,641927,118.13,2025-08-04,0,1,18,4,1,32,50,Unusable
Bailey Ober,641927,118.13,2025-08-18,0,0,17,7,2,32,56,Unusable
Tanner Bibee,676440,118.48,2025-05-05,0,1,21,3,1,32,65,Unusable
Sonny Gray,543243,129.65,2025-03-24,1,0,15,6,2,32,33,P3
Joe Ryan,657746,132.76,2025-07-07,1,0,15,5,1,32,55,Unusable
Joe Ryan,657746,132.76,2025-08-04,1,0,15,5,1,32,50,Unusable
Seth Lugo,607625,136.46,2025-07-07,0,1,18,5,2,32,55,Unusable
Cristopher Sanchez,650911,137.12,2025-04-28,1,0,15,6,2,32,60,Unusable
Cristopher Sanchez,650911,137.12,2025-08-11,0,1,18,6,3,32,51,Unusable
Kodai Senga,673540,141.74,2025-04-21,0,1,18,5,2,32,60,Unusable
Kodai Senga,673540,141.74,2025-08-11,0,0,17,7,2,32,51,Unusable
Kodai Senga,673540,141.74,2025-08-25,0,0,26,10,8,32,51,Unusable
Yusei Kikuchi,579328,146.02,2025-03-31,0,1,18,6,3,32,58,Unusable
Yusei Kikuchi,579328,146.02,2025-06-30,0,0,17,7,2,32,53,Unusable
Carlos Rodon,607074,148.15,2025-05-12,1,0,15,5,1,32,65,Unusable
Nick Pivetta,601713,150.28,2025-09-01,0,1,18,5,2,32,51,Unusable
Clay Holmes,605280,151.97,2025-05-19,0,1,18,5,2,32,60,Unusable
Spencer Arrighetti,681293,157.16,2025-08-18,0,0,32,7,7,32,56,Unusable
MacKenzie Gore,669022,158.05,2025-05-12,0,0,11,9,2,32,65,Unusable
