player_name,mlbid,final_adp,week,w,qs,outs,so,er,ud_points,week_rank,rank_group
Dylan Cease,656302,52.79,2025-09-08,1,1,18,6,1,43,24,P2
Corbin Burnes,669203,62,2025-03-31,0,0,28,11,6,43,30,P3
Framber Valdez,664285,83.25,2025-03-24,1,1,21,4,0,43,12,P1
Pablo Lopez,641154,86.1,2025-03-31,1,1,21,5,1,43,30,P3
Logan Webb,657277,89.7,2025-05-12,1,1,24,4,1,43,37,Unusable
Jacob deGrom,594798,96.37,2025-06-16,1,1,18,7,2,43,34,P3
Hunter Greene,668881,97.59,2025-04-21,1,1,18,8,3,43,32,P3
Luis Castillo,622491,101.92,2025-04-21,1,1,18,5,0,43,32,P3
Freddy Peralta,642547,106.07,2025-06-09,1,1,18,6,1,43,33,P3
Sandy Alcantara,645261,112.89,2025-07-21,1,1,21,4,0,43,29,P3
Zac Gallen,668678,113.12,2025-08-04,1,1,18,6,1,43,23,P2
Zac Gallen,668678,113.12,2025-09-01,1,1,18,5,0,43,27,P3
Bailey Ober,641927,118.13,2025-04-21,1,1,18,6,1,43,32,P3
Bailey Ober,641927,118.13,2025-09-22,1,1,18,5,0,43,24,P2
Joe Ryan,657746,132.76,2025-04-07,1,1,21,4,0,43,32,P3
Jack Flaherty,656427,136.28,2025-04-07,0,0,16,9,0,43,32,P3
Seth Lugo,607625,136.46,2025-08-18,0,1,32,10,8,43,37,Unusable
Cristopher Sanchez,650911,137.12,2025-05-05,1,1,18,5,0,43,42,Unusable
Cristopher Sanchez,650911,137.12,2025-06-16,1,1,24,4,1,43,34,P3
Cristopher Sanchez,650911,137.12,2025-06-30,1,1,21,5,1,43,36,P3
Cristopher Sanchez,650911,137.12,2025-08-04,1,1,18,6,1,43,23,P2
Cristopher Sanchez,650911,137.12,2025-09-01,1,1,21,5,1,43,27,P3
Cristopher Sanchez,650911,137.12,2025-09-08,1,1,18,6,1,43,24,P2
Yusei Kikuchi,579328,146.02,2025-07-07,1,0,32,9,7,43,38,Unusable
Carlos Rodon,607074,148.15,2025-04-28,1,1,18,7,2,43,32,P3
Carlos Rodon,607074,148.15,2025-08-11,1,1,21,5,1,43,25,P3
Nick Pivetta,601713,150.28,2025-03-24,1,1,21,4,0,43,12,P1
Nick Pivetta,601713,150.28,2025-04-14,1,1,18,6,1,43,39,Unusable
Nick Pivetta,601713,150.28,2025-06-30,1,1,18,6,1,43,36,P3
Nick Pivetta,601713,150.28,2025-07-28,1,1,21,5,1,43,28,P3
Clay Holmes,605280,151.97,2025-06-02,1,1,18,6,1,43,30,P3
Gavin Williams,668909,157.88,2025-05-19,1,1,18,6,1,43,36,P3
MacKenzie Gore,669022,158.05,2025-08-04,1,1,27,10,8,43,23,P2
Jose Berrios,621244,167.54,2025-04-28,0,1,20,8,2,43,32,P3
Taj Bradley,671737,174.81,2025-03-24,1,1,18,7,2,43,12,P1
Taj Bradley,671737,174.81,2025-05-19,1,1,18,7,2,43,36,P3
Jesus Luzardo,666200,176.07,2025-04-21,1,1,18,5,0,43,32,P3
Jesus Luzardo,666200,176.07,2025-07-28,1,1,21,4,0,43,28,P3
Nick Lodolo,666157,188.35,2025-07-28,0,0,16,11,2,43,28,P3
Walker Buehler,621111,190.38,2025-06-09,1,1,21,7,3,43,33,P3
Max Scherzer,453286,213.93,2025-07-07,1,1,18,8,3,43,38,Unusable
Brady Singer,663903,227.02,2025-08-25,1,1,18,8,3,43,30,P3
Merrill Kelly,518876,229.59,2025-06-16,1,1,18,7,2,43,34,P3
Ranger Suarez,624133,230.82,2025-07-21,1,0,17,8,1,43,29,P3
Casey Mize,663554,234.59,2025-06-30,1,1,21,4,0,43,36,P3
Eury Perez,691587,237.61,2025-07-28,1,1,18,5,0,43,28,P3
Michael Wacha,608379,238.28,2025-09-22,1,1,18,5,0,43,24,P2
Jack Leiter,683004,238.35,2025-08-25,1,1,18,7,2,43,30,P3
Charlie Morton,450203,238.52,2025-08-11,1,1,18,5,0,43,25,P3
Sean Burke,680732,239.12,2025-04-28,1,1,18,5,0,43,32,P3
Sean Burke,680732,239.12,2025-05-19,1,1,18,6,1,43,36,P3
Jameson Taillon,592791,239.25,2025-03-31,1,1,18,7,2,43,30,P3
Jameson Taillon,592791,239.25,2025-06-02,1,1,21,5,1,43,30,P3
Drew Rasmussen,656876,239.34,2025-05-12,1,1,18,5,0,43,37,Unusable
Drew Rasmussen,656876,239.34,2025-05-26,1,1,18,5,0,43,39,Unusable
Zack Littell,641793,239.48,2025-06-23,1,1,21,5,1,43,35,P3
Brayan Bello,678394,239.54,2025-09-01,1,1,33,6,6,43,27,P3
Michael Lorenzen,547179,239.59,2025-09-22,1,0,17,9,2,43,24,P2
Nick Martinez,607259,239.65,2025-06-02,1,1,18,6,1,43,30,P3
Matthew Boyd,571510,239.73,2025-03-31,1,1,18,5,0,43,30,P3
Matthew Boyd,571510,239.73,2025-05-12,1,1,18,8,3,43,37,Unusable
Ben Brown,676962,239.83,2025-04-07,1,1,18,5,0,43,32,P3
Mitchell Parker,680730,239.95,2025-04-21,1,1,39,4,6,43,32,P3
Landon Knack,689017,NA,2025-05-26,1,1,18,6,1,43,39,Unusable
Davis Martin,663436,NA,2025-04-07,1,1,18,6,1,43,32,P3
Hurston Waldrep,694462,NA,2025-08-04,1,1,18,6,1,43,23,P2
Cade Horton,690990,NA,2025-08-11,1,0,17,8,1,43,25,P3
Emerson Hancock,676106,NA,2025-04-21,1,1,18,7,2,43,32,P3
Andre Pallante,669467,NA,2025-04-07,1,1,21,4,0,43,32,P3
Trevor Rogers,669432,NA,2025-08-04,1,1,18,6,1,43,23,P2
Trevor Rogers,669432,NA,2025-08-25,1,1,21,5,1,43,30,P3
Cole Ragans,666142,57.5,2025-03-31,0,0,15,10,1,42,34,P3
Michael King,650633,76.46,2025-04-21,0,0,15,9,0,42,38,Unusable
Tanner Bibee,676440,118.48,2025-07-07,1,0,31,8,6,42,40,Unusable
Sonny Gray,543243,129.65,2025-09-01,1,0,34,11,10,42,30,P3
Nick Pivetta,601713,150.28,2025-08-11,1,1,20,5,1,42,28,P3
Jose Berrios,621244,167.54,2025-05-12,0,1,34,8,7,42,40,Unusable
Jose Berrios,621244,167.54,2025-08-18,0,1,19,8,2,42,38,Unusable
Brandon Pfaadt,694297,168.26,2025-05-19,1,1,35,5,6,42,39,Unusable
Brandon Pfaadt,694297,168.26,2025-06-16,0,0,30,10,6,42,37,Unusable
Zach Eflin,621107,184.56,2025-06-09,1,1,20,5,1,42,35,P3
Walker Buehler,621111,190.38,2025-04-07,0,1,19,7,1,42,37,Unusable
Brady Singer,663903,227.02,2025-07-21,1,1,29,9,8,42,31,P3
Casey Mize,663554,234.59,2025-08-11,1,0,19,10,4,42,28,P3
Casey Mize,663554,234.59,2025-09-22,0,1,19,8,2,42,27,P3
Jose Soriano,667755,238.37,2025-04-07,1,1,23,4,1,42,37,Unusable
Charlie Morton,450203,238.52,2025-07-21,1,1,20,7,3,42,31,P3
Will Warren,701542,238.96,2025-04-28,0,0,24,13,7,42,35,P3
Sean Burke,680732,239.12,2025-05-05,0,1,31,4,2,42,43,Unusable
Michael Lorenzen,547179,239.59,2025-09-15,1,1,23,4,1,42,36,P3
Cade Povich,700249,239.66,2025-04-21,1,1,20,5,1,42,38,Unusable
Tyler Anderson,542881,239.77,2025-03-31,0,0,30,9,5,42,34,P3
Ryne Nelson,669194,239.82,2025-05-26,1,1,20,4,0,42,41,Unusable
Miles Mikolas,571945,239.88,2025-05-05,1,0,31,6,4,42,43,Unusable
Clayton Kershaw,477132,239.98,2025-09-22,1,0,16,7,0,42,27,P3
Matthew Liberatore,669461,NA,2025-09-01,1,0,16,7,0,42,30,P3
Cal Quantrill,615698,NA,2025-05-12,1,0,28,7,4,42,40,Unusable
Davis Martin,663436,NA,2025-05-12,1,1,20,5,1,42,40,Unusable
Jack Kochanowicz,686799,NA,2025-05-12,1,1,20,5,1,42,40,Unusable
Kyle Freeland,607536,NA,2025-05-19,0,0,30,9,5,42,39,Unusable
Logan Gilbert,669302,55.11,2025-09-01,0,1,18,7,1,41,32,P3
Corbin Burnes,669203,62,2025-05-19,0,1,21,8,3,41,41,Unusable
Chris Sale,519242,66.64,2025-05-19,0,1,21,6,1,41,41,Unusable
Spencer Strider,675911,71.74,2025-06-02,0,1,33,9,8,41,33,P3
Spencer Strider,675911,71.74,2025-09-08,0,1,18,8,2,41,26,P3
Spencer Schwellenbach,680885,86.92,2025-05-05,0,1,18,6,0,41,45,Unusable
Shota Imanaga,684007,101.3,2025-03-31,1,1,22,4,1,41,36,P3
Shota Imanaga,684007,101.3,2025-08-11,0,1,21,6,1,41,30,P3
Luis Castillo,622491,101.92,2025-06-23,0,1,33,7,6,41,36,P3
Hunter Brown,686613,102.8,2025-07-28,0,1,21,6,1,41,32,P3
Hunter Brown,686613,102.8,2025-08-18,0,1,18,6,0,41,39,Unusable
Tyler Glasnow,607192,109,2025-03-31,1,0,21,10,5,41,36,P3
Sandy Alcantara,645261,112.89,2025-05-05,0,0,32,12,9,41,45,Unusable
Sandy Alcantara,645261,112.89,2025-08-11,0,1,18,7,1,41,30,P3
Robbie Ray,592662,127.55,2025-07-28,0,1,21,6,1,41,32,P3
Robbie Ray,592662,127.55,2025-08-04,0,1,18,8,2,41,29,P3
Robbie Ray,592662,127.55,2025-09-08,1,0,27,10,7,41,26,P3
Joe Ryan,657746,132.76,2025-06-09,0,1,21,7,2,41,36,P3
Jack Flaherty,656427,136.28,2025-07-28,0,1,18,7,1,41,32,P3
Jack Flaherty,656427,136.28,2025-09-08,1,0,15,7,0,41,26,P3
Cristopher Sanchez,650911,137.12,2025-05-12,0,1,18,8,2,41,44,Unusable
Nick Pivetta,601713,150.28,2025-05-12,0,1,18,7,1,41,44,Unusable
Nick Pivetta,601713,150.28,2025-05-19,0,1,18,7,1,41,41,Unusable
Gavin Williams,668909,157.88,2025-06-16,0,1,18,6,0,41,38,Unusable
MacKenzie Gore,669022,158.05,2025-04-21,0,1,18,8,2,41,40,Unusable
Bryan Woo,693433,161.21,2025-09-15,1,0,15,7,0,41,37,Unusable
Mitch Keller,656605,182.86,2025-04-14,0,1,33,6,5,41,40,Unusable
Ryan Pepiot,686752,190.49,2025-06-02,0,1,18,8,2,41,33,P3
Ryan Pepiot,686752,190.49,2025-07-21,0,1,18,6,0,41,33,P3
Nathan Eovaldi,543135,193.86,2025-07-21,1,0,15,7,0,41,33,P3
Chris Bassitt,605135,203.48,2025-08-18,0,0,17,10,2,41,39,Unusable
Tanner Houck,656557,205.65,2025-04-28,0,1,21,6,1,41,36,P3
Reese Olson,681857,209.22,2025-05-12,0,1,18,6,0,41,44,Unusable
Brady Singer,663903,227.02,2025-06-16,0,1,18,7,1,41,38,Unusable
Bubba Chandler,696149,228.57,2025-09-08,0,1,18,7,1,41,26,P3
Luis Severino,622663,232.8,2025-03-24,0,1,18,6,0,41,15,P2
Luis Gil,661563,237.86,2025-09-22,0,1,33,5,4,41,29,P3
Michael Wacha,608379,238.28,2025-06-23,0,1,18,9,3,41,36,P3
Justin Verlander,434378,238.33,2025-05-12,0,1,30,6,4,41,44,Unusable
Justin Verlander,434378,238.33,2025-09-01,0,1,18,6,0,41,32,P3
Jack Leiter,683004,238.35,2025-06-23,0,1,18,7,1,41,36,P3
Jack Leiter,683004,238.35,2025-09-01,0,1,18,8,2,41,32,P3
Jose Soriano,667755,238.37,2025-05-12,0,1,21,5,0,41,44,Unusable
Lucas Giolito,608337,238.53,2025-05-05,1,1,31,7,7,41,45,Unusable
Cristian Javier,664299,238.76,2025-08-11,1,0,24,7,3,41,30,P3
Cristian Javier,664299,238.76,2025-08-25,0,1,18,6,0,41,34,P3
Will Warren,701542,238.96,2025-06-23,1,0,15,7,0,41,36,P3
Sean Burke,680732,239.12,2025-06-23,1,0,15,7,0,41,36,P3
David Peterson,656849,239.2,2025-07-07,0,1,21,6,1,41,41,Unusable
Max Meyer,676974,239.43,2025-04-07,1,1,19,4,0,41,39,Unusable
Zack Littell,641793,239.48,2025-03-24,0,1,18,7,1,41,15,P2
Shane Smith,681343,239.56,2025-04-21,1,0,15,7,0,41,40,Unusable
Tylor Megill,656731,239.59,2025-05-19,0,0,14,10,1,41,41,Unusable
Nick Martinez,607259,239.65,2025-08-18,0,1,18,7,1,41,39,Unusable
Ryne Nelson,669194,239.82,2025-09-22,0,1,18,9,3,41,29,P3
Ben Brown,676962,239.83,2025-06-02,0,1,21,7,2,41,33,P3
Miles Mikolas,571945,239.88,2025-06-09,0,1,33,9,8,41,36,P3
German Marquez,608566,239.88,2025-06-02,1,0,30,9,7,41,33,P3
Dean Kremer,665152,239.89,2025-07-14,0,1,21,6,1,41,14,P2
Dean Kremer,665152,239.89,2025-09-22,1,1,19,4,0,41,29,P3
Andrew Abbott,671096,239.97,2025-07-21,0,1,18,7,1,41,33,P3
Chase Dollander,801403,239.99,2025-08-25,0,1,18,7,1,41,34,P3
Cal Quantrill,615698,NA,2025-06-23,0,0,29,8,4,41,36,P3
Ryan Feltner,663372,NA,2025-04-07,0,1,18,7,1,41,39,Unusable
Cade Horton,690990,NA,2025-06-30,0,1,21,5,0,41,39,Unusable
Wade Miley,489119,NA,2025-06-09,1,0,30,7,5,41,36,P3
Joe Boyle,671212,NA,2025-04-07,1,0,15,7,0,41,39,Unusable
Kyle Freeland,607536,NA,2025-06-02,1,1,19,4,0,41,33,P3
Trevor Rogers,669432,NA,2025-08-11,0,1,21,6,1,41,30,P3
Zack Wheeler,554430,40.13,2025-04-28,0,1,20,7,2,40,37,Unusable
Garrett Crochet,676979,45.81,2025-07-14,1,1,18,5,1,40,15,P2
Aaron Nola,605400,75.01,2025-08-18,1,1,18,6,2,40,42,Unusable
Framber Valdez,664285,83.25,2025-05-19,1,1,18,5,1,40,45,Unusable
Framber Valdez,664285,83.25,2025-07-21,1,1,21,4,1,40,36,P3
Yoshinobu Yamamoto,808967,87.21,2025-07-07,0,1,23,7,3,40,42,Unusable
Logan Webb,657277,89.7,2025-08-18,1,1,18,5,1,40,42,Unusable
Jacob deGrom,594798,96.37,2025-06-30,1,1,18,6,2,40,40,Unusable
Jacob deGrom,594798,96.37,2025-07-28,0,0,31,13,10,40,35,P3
Jacob deGrom,594798,96.37,2025-08-04,0,1,20,8,3,40,30,P3
Shota Imanaga,684007,101.3,2025-03-24,1,1,21,4,1,40,17,P2
Luis Castillo,622491,101.92,2025-03-31,1,1,21,5,2,40,38,Unusable
Hunter Brown,686613,102.8,2025-04-14,1,1,18,4,0,40,41,Unusable
Hunter Brown,686613,102.8,2025-06-02,0,0,16,9,1,40,38,Unusable
Freddy Peralta,642547,106.07,2025-06-30,1,1,18,6,2,40,40,Unusable
Tanner Bibee,676440,118.48,2025-09-22,1,1,18,5,1,40,32,P3
Kevin Gausman,592332,125.67,2025-04-14,1,1,18,6,2,40,41,Unusable
Kevin Gausman,592332,125.67,2025-09-22,0,0,28,12,8,40,32,P3
Robbie Ray,592662,127.55,2025-05-05,1,1,18,5,1,40,48,Unusable
Joe Ryan,657746,132.76,2025-05-26,1,1,18,5,1,40,42,Unusable
Jack Flaherty,656427,136.28,2025-03-31,1,0,17,7,1,40,38,Unusable
Jack Flaherty,656427,136.28,2025-05-19,0,1,20,8,3,40,45,Unusable
Seth Lugo,607625,136.46,2025-07-21,1,1,18,6,2,40,36,P3
Kodai Senga,673540,141.74,2025-05-05,1,1,18,4,0,40,48,Unusable
Carlos Rodon,607074,148.15,2025-06-16,1,1,18,7,3,40,40,Unusable
Carlos Rodon,607074,148.15,2025-08-25,1,1,18,5,1,40,36,P3
Nick Pivetta,601713,150.28,2025-07-14,1,1,18,5,1,40,15,P2
Clay Holmes,605280,151.97,2025-05-05,1,1,18,5,1,40,48,Unusable
Spencer Arrighetti,681293,157.16,2025-03-24,1,1,18,5,1,40,17,P2
Bryan Woo,693433,161.21,2025-03-24,1,1,18,5,1,40,17,P2
Jose Berrios,621244,167.54,2025-07-21,1,1,18,6,2,40,36,P3
Brandon Pfaadt,694297,168.26,2025-07-07,1,1,24,4,2,40,42,Unusable
Zach Eflin,621107,184.56,2025-06-02,1,1,18,7,3,40,38,Unusable
Nick Lodolo,666157,188.35,2025-07-07,1,1,18,4,0,40,42,Unusable
Walker Buehler,621111,190.38,2025-08-04,1,1,18,4,0,40,30,P3
Nathan Eovaldi,543135,193.86,2025-07-28,1,1,21,4,1,40,35,P3
Chris Bassitt,605135,203.48,2025-06-30,1,0,17,9,3,40,40,Unusable
Max Scherzer,453286,213.93,2025-07-28,1,1,18,5,1,40,35,P3
Brady Singer,663903,227.02,2025-09-01,1,1,18,5,1,40,35,P3
Ranger Suarez,624133,230.82,2025-05-12,1,1,21,6,3,40,49,Unusable
Ranger Suarez,624133,230.82,2025-09-01,1,1,18,4,0,40,35,P3
Bowden Francis,670102,233.52,2025-04-14,1,1,18,5,1,40,41,Unusable
Casey Mize,663554,234.59,2025-03-31,1,0,17,6,0,40,38,Unusable
Eury Perez,691587,237.61,2025-09-22,0,0,16,11,3,40,32,P3
Luis Gil,661563,237.86,2025-09-08,1,1,18,4,0,40,30,P3
Tomoyuki Sugano,608372,238.15,2025-08-04,1,1,21,4,1,40,30,P3
Michael Wacha,608379,238.28,2025-06-16,1,1,18,5,1,40,40,Unusable
Jack Leiter,683004,238.35,2025-05-26,1,0,17,6,0,40,42,Unusable
Jose Soriano,667755,238.37,2025-07-14,1,1,21,5,2,40,15,P2
Lucas Giolito,608337,238.53,2025-06-09,1,1,18,4,0,40,39,Unusable
Kris Bubic,663460,238.54,2025-06-30,1,1,21,6,3,40,40,Unusable
Yu Darvish,506433,239.07,2025-08-18,1,1,18,5,1,40,42,Unusable
Drew Rasmussen,656876,239.34,2025-08-11,1,1,18,5,1,40,34,P3
Jacob Misiorowski,694819,239.39,2025-06-16,1,1,18,6,2,40,40,Unusable
Zack Littell,641793,239.48,2025-09-15,1,0,32,7,6,40,38,Unusable
Brayan Bello,678394,239.54,2025-07-28,1,1,21,4,1,40,35,P3
Brayan Bello,678394,239.54,2025-08-25,0,1,20,6,1,40,36,P3
Taijuan Walker,592836,239.58,2025-03-31,1,1,18,4,0,40,38,Unusable
Taijuan Walker,592836,239.58,2025-08-04,1,1,18,4,0,40,30,P3
Nick Martinez,607259,239.65,2025-05-12,1,1,21,3,0,40,49,Unusable
Nick Martinez,607259,239.65,2025-08-04,1,1,21,4,1,40,30,P3
JP Sears,676664,239.71,2025-03-24,0,1,20,7,2,40,17,P2
Clarke Schmidt,657376,239.76,2025-05-26,1,1,18,4,0,40,42,Unusable
Tyler Anderson,542881,239.77,2025-04-07,1,0,17,6,0,40,42,Unusable
Ben Brown,676962,239.83,2025-04-28,1,1,18,4,0,40,37,Unusable
Miles Mikolas,571945,239.88,2025-05-12,1,1,18,4,0,40,49,Unusable
Miles Mikolas,571945,239.88,2025-07-07,1,0,17,6,0,40,42,Unusable
David Festa,701581,239.97,2025-06-23,1,0,17,6,0,40,42,Unusable
Clayton Kershaw,477132,239.98,2025-06-23,1,1,18,5,1,40,42,Unusable
Chris Paddack,663978,239.98,2025-05-12,1,1,21,3,0,40,49,Unusable
Chris Paddack,663978,239.98,2025-07-28,1,1,18,5,1,40,35,P3
Tyler Mahle,641816,NA,2025-04-07,1,1,21,4,1,40,42,Unusable
Logan Allen,671106,NA,2025-06-09,1,1,18,6,2,40,39,Unusable
Hurston Waldrep,694462,NA,2025-09-22,1,1,18,5,1,40,32,P3
Jose Quintana,500779,NA,2025-08-04,1,1,18,7,3,40,30,P3
Cade Horton,690990,NA,2025-08-04,1,0,17,6,0,40,30,P3
Andre Pallante,669467,NA,2025-06-16,1,1,18,4,0,40,40,Unusable
Caden Dana,702674,NA,2025-09-15,0,1,29,9,7,40,38,Unusable
Paul Skenes,694973,19.33,2025-09-08,0,0,15,8,0,39,31,P3
Zack Wheeler,554430,40.13,2025-06-16,0,0,15,8,0,39,44,Unusable
Chris Sale,519242,66.64,2025-04-07,0,0,27,12,8,39,44,Unusable
Yoshinobu Yamamoto,808967,87.21,2025-03-24,0,0,15,10,2,39,21,P2
Hunter Brown,686613,102.8,2025-08-11,1,1,20,4,1,39,35,P3
Freddy Peralta,642547,106.07,2025-07-21,0,0,15,9,1,39,39,Unusable
Freddy Peralta,642547,106.07,2025-09-01,0,0,15,8,0,39,37,Unusable
Freddy Peralta,642547,106.07,2025-09-22,0,0,21,9,3,39,36,P3
Zac Gallen,668678,113.12,2025-07-21,0,0,36,11,10,39,39,Unusable
Tanner Bibee,676440,118.48,2025-06-16,0,0,24,10,5,39,44,Unusable
George Kirby,669923,127.32,2025-09-22,0,0,15,10,2,39,36,P3
Joe Ryan,657746,132.76,2025-09-22,0,0,15,9,1,39,36,P3
Carlos Rodon,607074,148.15,2025-03-24,1,0,16,7,1,39,21,P2
Nick Pivetta,601713,150.28,2025-04-28,1,0,16,9,3,39,39,Unusable
Clay Holmes,605280,151.97,2025-04-07,1,0,16,10,4,39,44,Unusable
Jose Berrios,621244,167.54,2025-06-09,0,1,34,6,6,39,41,Unusable
Casey Mize,663554,234.59,2025-06-23,1,1,20,5,2,39,44,Unusable
Dustin May,669160,236.03,2025-04-28,0,0,33,9,7,39,39,Unusable
Dustin May,669160,236.03,2025-08-18,0,1,31,8,7,39,45,Unusable
Frankie Montas,593423,237.83,2025-06-23,0,0,27,10,6,39,44,Unusable
Jose Soriano,667755,238.37,2025-05-19,1,1,32,5,6,39,47,Unusable
David Peterson,656849,239.2,2025-06-30,1,1,20,4,1,39,44,Unusable
Tobias Myers,668964,239.32,2025-05-05,1,0,28,5,3,39,51,Unusable
Shane Smith,681343,239.56,2025-06-02,1,0,16,6,0,39,40,Unusable
Eduardo Rodriguez,593958,239.58,2025-03-31,0,0,15,12,4,39,42,Unusable
Matthew Boyd,571510,239.73,2025-06-02,0,1,22,6,2,39,40,Unusable
Landen Roupp,694738,239.78,2025-05-05,0,0,30,7,4,39,51,Unusable
Andrew Abbott,671096,239.97,2025-05-05,0,0,15,8,0,39,51,Unusable
Kyle Hendricks,543294,239.97,2025-04-28,1,1,23,3,1,39,39,Unusable
Simeon Woods Richardson,680573,239.99,2025-04-21,1,0,16,7,1,39,42,Unusable
Kyle Freeland,607536,NA,2025-08-18,0,0,27,11,7,39,45,Unusable
Javier Assad,665871,NA,2025-09-22,1,0,16,6,0,39,36,P3
Trevor Rogers,669432,NA,2025-05-19,0,1,19,5,0,39,47,Unusable
Garrett Crochet,676979,45.81,2025-08-25,0,1,18,7,2,38,38,Unusable
Framber Valdez,664285,83.25,2025-04-21,0,1,24,5,2,38,43,Unusable
Yoshinobu Yamamoto,808967,87.21,2025-03-31,0,1,18,5,0,38,43,Unusable
Yoshinobu Yamamoto,808967,87.21,2025-06-23,1,0,15,6,0,38,46,Unusable
Logan Webb,657277,89.7,2025-08-25,0,1,21,7,3,38,38,Unusable
Logan Webb,657277,89.7,2025-09-15,0,1,21,5,1,38,40,Unusable
Hunter Greene,668881,97.59,2025-09-22,0,1,18,7,2,38,40,Unusable
Luis Castillo,622491,101.92,2025-05-12,0,1,18,6,1,38,53,Unusable
Luis Castillo,622491,101.92,2025-05-26,0,1,18,5,0,38,45,Unusable
Luis Castillo,622491,101.92,2025-06-09,0,1,18,7,2,38,42,Unusable
Hunter Brown,686613,102.8,2025-03-24,0,1,18,7,2,38,23,P2
Freddy Peralta,642547,106.07,2025-08-04,1,0,15,7,1,38,37,Unusable
Max Fried,608331,108.44,2025-06-30,1,0,33,7,7,38,45,Unusable
Tyler Glasnow,607192,109,2025-04-07,0,1,18,7,2,38,46,Unusable
Tyler Glasnow,607192,109,2025-07-14,0,1,18,6,1,38,18,P2
Tanner Bibee,676440,118.48,2025-06-23,0,1,18,7,2,38,46,Unusable
Bryce Miller,682243,120.1,2025-04-28,1,0,15,6,0,38,42,Unusable
Bryce Miller,682243,120.1,2025-09-08,0,0,17,11,4,38,32,P3
Kevin Gausman,592332,125.67,2025-09-15,0,1,18,6,1,38,40,Unusable
George Kirby,669923,127.32,2025-08-25,0,1,21,6,2,38,38,Unusable
Robbie Ray,592662,127.55,2025-06-23,0,1,18,6,1,38,46,Unusable
Sonny Gray,543243,129.65,2025-09-22,0,1,18,7,2,38,40,Unusable
Kodai Senga,673540,141.74,2025-05-12,0,0,17,7,0,38,53,Unusable
Kodai Senga,673540,141.74,2025-06-02,0,1,18,6,1,38,42,Unusable
Yusei Kikuchi,579328,146.02,2025-05-05,0,1,18,6,1,38,54,Unusable
Carlos Rodon,607074,148.15,2025-06-23,0,1,18,5,0,38,46,Unusable
Gavin Williams,668909,157.88,2025-04-07,1,0,15,7,1,38,46,Unusable
MacKenzie Gore,669022,158.05,2025-06-23,0,1,18,6,1,38,46,Unusable
MacKenzie Gore,669022,158.05,2025-08-11,0,1,18,7,2,38,36,P3
Jesus Luzardo,666200,176.07,2025-04-07,0,1,18,6,1,38,46,Unusable
Nick Lodolo,666157,188.35,2025-05-05,0,1,18,7,2,38,54,Unusable
Nick Lodolo,666157,188.35,2025-05-26,0,1,18,5,0,38,45,Unusable
Nick Lodolo,666157,188.35,2025-06-30,0,1,18,8,3,38,45,Unusable
Ryan Pepiot,686752,190.49,2025-08-25,1,0,15,6,0,38,38,Unusable
Ryan Pepiot,686752,190.49,2025-09-01,1,0,15,6,0,38,38,Unusable
Nathan Eovaldi,543135,193.86,2025-04-14,0,1,18,7,2,38,44,Unusable
Nathan Eovaldi,543135,193.86,2025-05-19,0,1,18,6,1,38,49,Unusable
Brandon Woodruff,605540,204.68,2025-08-25,1,0,30,11,10,38,38,Unusable
Shane Baz,669358,218.42,2025-04-07,0,1,21,6,2,38,46,Unusable
Bubba Chandler,696149,228.57,2025-09-15,1,0,15,6,0,38,40,Unusable
Kumar Rocker,677958,231.61,2025-06-09,1,0,15,6,0,38,42,Unusable
Luis Severino,622663,232.8,2025-05-12,0,1,18,5,0,38,53,Unusable
Dustin May,669160,236.03,2025-05-26,1,0,15,9,3,38,45,Unusable
Justin Verlander,434378,238.33,2025-07-07,0,1,18,7,2,38,46,Unusable
Jack Leiter,683004,238.35,2025-03-31,1,0,15,6,0,38,43,Unusable
Jose Soriano,667755,238.37,2025-04-28,0,1,18,5,0,38,42,Unusable
Max Meyer,676974,239.43,2025-03-31,0,1,18,8,3,38,43,Unusable
Max Meyer,676974,239.43,2025-04-14,0,1,18,8,3,38,44,Unusable
Brayan Bello,678394,239.54,2025-06-16,0,1,18,6,1,38,46,Unusable
Eduardo Rodriguez,593958,239.58,2025-06-09,1,1,19,5,2,38,42,Unusable
Nick Martinez,607259,239.65,2025-07-28,0,1,18,7,2,38,40,Unusable
Cade Povich,700249,239.66,2025-05-12,0,0,17,9,2,38,53,Unusable
Landen Roupp,694738,239.78,2025-05-12,0,1,18,5,0,38,53,Unusable
Landen Roupp,694738,239.78,2025-07-21,1,0,15,6,0,38,41,Unusable
Ryne Nelson,669194,239.82,2025-08-11,0,0,35,10,9,38,36,P3
Ben Brown,676962,239.83,2025-03-31,1,0,27,10,8,38,43,Unusable
German Marquez,608566,239.88,2025-05-19,0,1,21,5,1,38,49,Unusable
Mitchell Parker,680730,239.95,2025-04-14,0,1,18,6,1,38,44,Unusable
Mitchell Parker,680730,239.95,2025-06-02,0,1,18,5,0,38,42,Unusable
Simeon Woods Richardson,680573,239.99,2025-06-23,1,0,15,6,0,38,46,Unusable
Tyler Mahle,641816,NA,2025-04-28,0,1,18,6,1,38,42,Unusable
Tyler Mahle,641816,NA,2025-05-26,0,1,18,5,0,38,45,Unusable
Chad Patrick,694477,NA,2025-04-14,0,1,18,7,2,38,44,Unusable
Chad Patrick,694477,NA,2025-06-02,0,1,18,6,1,38,42,Unusable
Davis Martin,663436,NA,2025-06-02,0,1,18,7,2,38,42,Unusable
